State,Station Name (LEA),Requisition ID,FSC,NIIN,Item Name,UI,Quantity,Acquisition Value,Date Shipped,Justification
MI,WEST BLOOMFIELD POLICE DEPT,2YT02E90865507,8465,015157594,"PACK,ASSAULT,MOLLE",EA,30,59.84,2019-04-02 00:00:00,THESE PACKS WILL BE DISTRIBUTED TO OFFICERS TO USE DURING THEIR COURSE OF EMPLOYMENT.
MI,WEST BLOOMFIELD POLICE DEPT,2YT02E91416853,4240,015740491,LOCK REMOVAL DEVICE,EA,2,283.85,2019-05-23 00:00:00,THIS EQUIPMENT WILL BE PROVIDED TO THE OPERATORS OF OUR MRAP TO ASSIST IN WITH INGRESS AND EGRESS OF THE MRAP IN AN EMERGENCY SITUATION.
WV,WEST VIRGINIA STATE POLICE,2YT03Z90773857,7125,002853049,"CABINET,KEY",EA,12,115.17,2019-04-02 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE CABINETS  CAN BE UTILIZED BY OUR TROOPERS TO HOUSE EXTRA CRUISER AND DETACHMENT KEYS..
WV,WEST VIRGINIA STATE POLICE,2YT03Z90794303,8415,015386308,"PARKA,EXTREME COLD",EA,134,116.25,2019-04-04 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE JACKETS CAN BE UTILIZED BY OUR TROOPERS DURING COLD WEATHER OPERATIONS.
WV,WEST VIRGINIA STATE POLICE,2YT03Z90794304,8415,015386747,"JACKET,COLD WEATHER",EA,25,67.08,2019-04-04 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE JACKETS CAN BE UTILIZED BY OUR TROOPERS DURING COLD WEATHER OPERATIONS.
WV,WEST VIRGINIA STATE POLICE,2YT03Z90794306,8415,015386704,"TROUSERS,EXTREME CO",EA,80,106.25,2019-04-04 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE TROUSERS CAN BE UTILIZED BY OUR TROOPERS DURING COLD WEATHER OPERATIONS.
WV,WEST VIRGINIA STATE POLICE,2YT03Z90885975,7110,015680398,"BOARD,MARKER",EA,2,290.4,2019-04-02 00:00:00,"TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE. THESE MARKER BOARDS CAN BE UTILIZED BY OUR TROOPERS ON DETACHMENTS TO TRACK INVESTIGATIONS, BY OUR SEX OFFENDER TROOPERS TO TRACK SEX OFFENDERS, BY OUR WVU FOOTBALL DETAIL FOR MANPOWER TRACKING AND A HOST OF OTHER DUTIES."
WV,WEST VIRGINIA STATE POLICE,2YT03Z90885976,7195,015679522,BULLETIN BOARD,EA,6,259.37,2019-04-02 00:00:00,"TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE. THESE BOARDS CAN BE UTILIZED BY OUR TROOPERS ON DETACHMENTS TO TRACK INVESTIGATIONS, BY OUR SEX OFFENDER TROOPERS TO TRACK SEX OFFENDERS, BY OUR WVU FOOTBALL DETAIL FOR MANPOWER TRACKING AND A HOST OF OTHER DUTIES."
WV,WEST VIRGINIA STATE POLICE,2YT03Z90885978,7110,016222129,"BOARD,MARKER",EA,1,364.78,2019-04-02 00:00:00,"TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE. THESE MARKER BOARDS CAN BE UTILIZED BY OUR TROOPERS ON DETACHMENTS TO TRACK INVESTIGATIONS, BY OUR SEX OFFENDER TROOPERS TO TRACK SEX OFFENDERS, BY OUR WVU FOOTBALL DETAIL FOR MANPOWER TRACKING AND A HOST OF OTHER DUTIES."
WV,WEST VIRGINIA STATE POLICE,2YT03Z90885981,7520,016421222,"EASEL,DISPLAY AND TRAINING",EA,1,115.68,2019-04-02 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE. THIS EASEL WILL BE UTILIZED DURING TRAINING OR USED DURING INTERVIEWS WITH VICTIMS AND SUSPECTS.  OUR CHILD ABUSE INVESTIGATORS FIND THESE USEFUL WHEN CONDUCTING INTERVIEWS WITH CHILD VICTIMS.
WV,WEST VIRGINIA STATE POLICE,2YT03Z90885986,6730,DSSCREEN0,PROJECTION SCREEN,EA,1,2500,2019-04-02 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE. THIS PROJECTION SCREEN WILL BE UTILIZED AT THE ACADEMY AND USED TO SHOW VIDEO AND TRAINING VIDEO TO OUR NEW CADETS.
WV,WEST VIRGINIA STATE POLICE,2YT03Z90885987,7830,DSBICYCL1,BICYCLE,EA,1,1000,2019-04-02 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THIS EXERCISE EQUIPMENT WILL BE UTILIZED BY OUR TROOPERS AT THE ACADEMY GYM AND ALSO ON LOCAL DETACHMENT GYMS.  OUR TROOPERS ARE REQUIRED TO PASS YEARLY PHYSICAL FITNESS TESTS AND THESE WILL HELP TREMENDOUSLY.
WV,WEST VIRGINIA STATE POLICE,2YT03Z90885989,7830,DSBICYCL1,BICYCLE,EA,1,1000,2019-04-02 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THIS EXERCISE EQUIPMENT WILL BE UTILIZED BY OUR TROOPERS AT THE ACADEMY GYM AND ALSO ON LOCAL DETACHMENT GYMS.  OUR TROOPERS ARE REQUIRED TO PASS YEARLY PHYSICAL FITNESS TESTS AND THESE WILL HELP TREMENDOUSLY.
WV,WEST VIRGINIA STATE POLICE,2YT03Z90885991,7830,DSBICYCL1,BICYCLE,EA,1,1000,2019-04-02 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THIS EXERCISE EQUIPMENT WILL BE UTILIZED BY OUR TROOPERS AT THE ACADEMY GYM AND ALSO ON LOCAL DETACHMENT GYMS.  OUR TROOPERS ARE REQUIRED TO PASS YEARLY PHYSICAL FITNESS TESTS AND THESE WILL HELP TREMENDOUSLY.
WV,WEST VIRGINIA STATE POLICE,2YT03Z90885992,7830,DSBICYCL1,BICYCLE,EA,1,1000,2019-04-02 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THIS EXERCISE EQUIPMENT WILL BE UTILIZED BY OUR TROOPERS AT THE ACADEMY GYM AND ALSO ON LOCAL DETACHMENT GYMS.  OUR TROOPERS ARE REQUIRED TO PASS YEARLY PHYSICAL FITNESS TESTS AND THESE WILL HELP TREMENDOUSLY.
WV,WEST VIRGINIA STATE POLICE,2YT03Z90885993,7830,DSBICYCL1,BICYCLE,EA,1,1000,2019-04-02 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THIS EXERCISE EQUIPMENT WILL BE UTILIZED BY OUR TROOPERS AT THE ACADEMY GYM AND ALSO ON LOCAL DETACHMENT GYMS.  OUR TROOPERS ARE REQUIRED TO PASS YEARLY PHYSICAL FITNESS TESTS AND THESE WILL HELP TREMENDOUSLY.
WV,WEST VIRGINIA STATE POLICE,2YT03Z90936865,5440,DSLADDER2,"LADDER, SCAFFOLDING",EA,6,300,2019-04-24 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE LADDERS CAN BE UTILIZED BY OUR CRIME SCENE TEAMS WHEN CONDUCTING FORENSIC EXAMINATIONS ON BIGGER VEHICLES OR WHEN PHOTOGRAPHING LARGER CRIME SCENES.  THESE CAN ALSO BE UTILIZED IN OUR MILITARY SURPLUS PROPERTY WAREHOUSE TO MAINTAIN INVENTORY.  CAN ALSO BE USED FOR BUILDING ABD VEHICLE MAINTENANCE.
WV,WEST VIRGINIA STATE POLICE,2YT03Z90936867,7110,DSOFFURN0,OFFICE FURNITURE,EA,1,405.82,2019-04-24 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THIS TABLE WILL BE UTILIZED TO STORE PRINTERS OR OTHER COMPUTER DEVICES IN OUR OFFICES.  THIS WILL ENABLE OUR TROOPERS TO HAVE MORE DESK SPACE TO ALLOW FOR PAPERWORK.
WV,WEST VIRGINIA STATE POLICE,2YT03Z90936900,4940,015779596,"CLEANER,PRESSURE,SOLVENT-WATER",EA,1,379,2019-04-24 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  WILL BE USED TO WASH OUR CRUISERS AND DETACHMENTS.
