State,Station Name (LEA),Requisition ID,FSC,NIIN,Item Name,UI,Quantity,Acquisition Value,Date Shipped,Justification
AK,ALASKA DEPT OF PUBLIC SAFETY LEA,2YTPEJ81227484,8465,015245250,ASSAULT PACK,EA,12,77.21,2018-05-16 00:00:00,TO BE USED BY THE ALASKA STATE TROOPERS' THREE TACTICAL TEAMS TO CARRY GEAR FOR EXTENDED FIELD DEPLOYMENTS WHEN SEARCHING FOR AND DEALING WITH BARRICADED SUBJECTS OR OTHER CRIMINAL SUSPECTS IN RURAL AND SEMI-RURAL AREAS.
AK,ALASKA DEPT OF PUBLIC SAFETY LEA,2YTPEJ81227487,8465,015245250,ASSAULT PACK,EA,5,77.21,2018-05-16 00:00:00,TO BE USED BY THE ALASKA STATE TROOPERS' THREE TACTICAL TEAMS TO CARRY GEAR FOR EXTENDED FIELD DEPLOYMENTS WHEN SEARCHING FOR AND DEALING WITH BARRICADED SUBJECTS OR OTHER CRIMINAL SUSPECTS IN RURAL AND SEMI-RURAL AREAS.
AK,ALASKA DEPT OF PUBLIC SAFETY LEA,2YTPEJ81227488,8415,015386695,"TROUSERS,EXTREME CO",EA,5,106.44,2018-05-16 00:00:00,TO BE USED BY THE ALASKA STATE TROOPERS' THREE TACTICAL TEAMS TO KEEP WARM DURING MONTHLY TRAINING AND ANY COLD WEATHER FIELD DEPLOYMENTS WHEN SEARCHING FOR AND DEALING WITH BARRICADED SUBJECTS OR OTHER CRIMINAL SUSPECTS IN RURAL AND SEMI-RURAL AREAS.
AK,ALASKA DEPT OF PUBLIC SAFETY LEA,2YTPEJ81227491,8415,015386289,"PARKA,EXTREME COLD",EA,3,116.45,2018-05-16 00:00:00,TO BE USED BY THE ALASKA STATE TROOPERS' THREE TACTICAL TEAMS TO KEEP WARM DURING MONTHLY TRAINING AND ANY COLD WEATHER FIELD DEPLOYMENTS WHEN SEARCHING FOR AND DEALING WITH BARRICADED SUBJECTS OR OTHER CRIMINAL SUSPECTS IN RURAL AND SEMI-RURAL AREAS.
AK,ALASKA DEPT OF PUBLIC SAFETY LEA,2YTPEJ81227492,8415,015459955,"TROUSERS,EXTREME CO",EA,2,106.44,2018-05-16 00:00:00,TO BE USED BY THE ALASKA STATE TROOPERS' THREE TACTICAL TEAMS TO KEEP WARM DURING MONTHLY TRAINING AND ANY COLD WEATHER FIELD DEPLOYMENTS WHEN SEARCHING FOR AND DEALING WITH BARRICADED SUBJECTS OR OTHER CRIMINAL SUSPECTS IN RURAL AND SEMI-RURAL AREAS.
AK,ALASKA DEPT OF PUBLIC SAFETY LEA,2YTPEJ81227493,8415,015386300,"PARKA,EXTREME COLD",EA,2,116.45,2018-05-16 00:00:00,TO BE USED BY THE ALASKA STATE TROOPERS' THREE TACTICAL TEAMS TO KEEP WARM DURING MONTHLY TRAINING AND ANY COLD WEATHER FIELD DEPLOYMENTS WHEN SEARCHING FOR AND DEALING WITH BARRICADED SUBJECTS OR OTHER CRIMINAL SUSPECTS IN RURAL AND SEMI-RURAL AREAS.
AK,ALASKA DEPT OF PUBLIC SAFETY LEA,2YTPEJ81227495,8465,015472694,SLEEPING BAG,EA,4,104.4,2018-05-16 00:00:00,"TO BE USED BY THE ALASKA STATE TROOPERS' THREE TACTICAL TEAMS TO KEEP WARM DURING OVERNIGHT TRAINING AND COLD WEATHER FIELD DEPLOYMENTS WHEN SEARCHING FOR AND DEALING WITH BARRICADED SUBJECTS OR OTHER CRIMINAL SUSPECTS IN RURAL AND SEMI-RURAL AREAS.  BECAUSE OF THE RURAL NATURE OF THESE DEPLOYMENTS, THEY SOMETIMES LAST OVERNIGHT, REQUIRING OUR TEAMS TO REMAIN DEPLOYED IN THE FIELD OVERNIGHT."
AK,ALASKA DEPT OF PUBLIC SAFETY LEA,2YTPEJ81227496,8465,015472694,SLEEPING BAG,EA,4,104.4,2018-05-16 00:00:00,"TO BE USED BY THE ALASKA STATE TROOPERS' THREE TACTICAL TEAMS TO KEEP WARM DURING OVERNIGHT TRAINING AND COLD WEATHER FIELD DEPLOYMENTS WHEN SEARCHING FOR AND DEALING WITH BARRICADED SUBJECTS OR OTHER CRIMINAL SUSPECTS IN RURAL AND SEMI-RURAL AREAS.  BECAUSE OF THE RURAL NATURE OF THESE DEPLOYMENTS, THEY SOMETIMES LAST OVERNIGHT, REQUIRING OUR TEAMS TO REMAIN DEPLOYED IN THE FIELD OVERNIGHT."
AK,ALASKA DEPT OF PUBLIC SAFETY LEA,2YTPEJ81352681,3615,DSSHREDD0,SHREDDER,EA,1,100,2018-06-11 00:00:00,"STATE OF ALASKA_x000D_
DEPARTMENT OF PUBLIC SAFETY_x000D_
PROCUREMENT AND SUPPLY_x000D_
SHREDDER TO BE USED IN THE PROCUREMENT AND SUPPLY SECTION SUPERVISOR OFFICE. THERE ARE LIMITED SHREDDERS OR SHRED SERVICES CURRENTLY IN THE BUILDING. WE'D LIKE THE OFF-COLOR SHREDDER WITH THE BLACK PANEL THAT HAS THE CD AND CREDIT CARD CAPABILITY."
AK,ANCHORAGE POLICE DEPARTMENT,2YTN5E80817984,8465,015245285,RUCKSACK LARGE FIELD,EA,2,83.21,2018-04-12 00:00:00,FOR USE BY THE ANCHORAGE POLICE DEPARTMENT IN OPERATIONS AND TRAINING.
AK,ANCHORAGE POLICE DEPARTMENT,2YTN5E80819524,6515,012277037,"DEPRESSOR,TONGUE",PG,30,8.99,2018-04-12 00:00:00,FOR USE BY THE ANCHORAGE POLICE DEPARTMENT EOD TEAM FOR TRAINING.
AK,ANCHORAGE POLICE DEPARTMENT,2YTN5E80819525,8465,015800689,TACTICAL ASSAULT PA,EA,2,36.98,2018-04-12 00:00:00,FOR USE BY THE ANCHORAGE POLICE DEPARTMENT FOR TRAINING AND OPERATIONS.
AK,ANCHORAGE POLICE DEPARTMENT,2YTN5E80874095,8415,010438390,"COVERALLS,FLYERS'",EA,6,152.06,2018-04-12 00:00:00,FOR USE BY THE ANCHORAGE POLICE DEPARTMENT BOMB SQUAD IN TRAINING AND OPERATIONS.
AK,ANCHORAGE POLICE DEPARTMENT,2YTN5E80874101,8415,010438396,"COVERALLS,FLYERS'",EA,1,152.06,2018-04-12 00:00:00,FOR USE BY THE ANCHORAGE POLICE DEPARTMENT BOMB SQUAD FOR TRAINING AND OPERATIONS.
AK,ANCHORAGE POLICE DEPARTMENT,2YTN5E80874102,8415,014524967,"COVERALLS,FLYERS'",EA,4,147.92,2018-04-12 00:00:00,FOR USE BY THE ANCHORAGE POLICE DEPARTMENT BOMB SQUAD FOR TRAINING AND OPERATIONS.
AK,ANCHORAGE POLICE DEPARTMENT,2YTN5E80925292,8340,015216438,"SHELTER,ICS IMPROVE",EA,1,352.82,2018-04-12 00:00:00,FOR USE BY THE ANCHORAGE POLICE DEPARTMENT IN TRAINING AND OPERATIONS.
AK,ANCHORAGE POLICE DEPARTMENT,2YTN5E80925295,8415,DSGLOVESW,"GLOVES, COLD WEATHER",EA,8,20,2018-04-12 00:00:00,FOR USE BY THE ANCHORAGE POLICE DEPARTMENT IN COLD WEATHER TRAINING AND OPERATIONS.
AK,ANCHORAGE POLICE DEPARTMENT,2YTN5E80925297,7520,013479581,"PENCIL,MECHANICAL",DZ,7,17.17,2018-04-12 00:00:00,FOR USE BY THE ANCHORAGE POLICE DEPARTMENT IN TRAINING AND OPERATIONS.
