Cancelled By,RTD Ref,State,Station Name (LEA),FSC,NIIN,Item Name,UI,Quantity,Acquisition Value,Date Requested,Justification,Reason Cancelled
LESOHQ,2158313,AK,ALASKA DEPT OF PUBLIC SAFETY LEA,8415,015459955,"TROUSERS,EXTREME CO",EA,2,106.44,2018-05-01 20:05:17,TACTICAL TEAM DEPLOYMENT,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,2158306,AK,ALASKA DEPT OF PUBLIC SAFETY LEA,8465,015472694,SLEEPING BAG,EA,4,104.4,2018-05-01 20:05:16,TACTICAL TEAM DEPLOYMENT,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,2158308,AK,ALASKA DEPT OF PUBLIC SAFETY LEA,8465,015472694,SLEEPING BAG,EA,4,104.4,2018-05-01 20:05:17,TACTICAL TEAM DEPLOYMENT,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,2158310,AK,ALASKA DEPT OF PUBLIC SAFETY LEA,8415,015459955,"TROUSERS,EXTREME CO",EA,2,106.44,2018-05-01 20:05:17,TACTICAL TEAM DEPLOYMENT,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,2158311,AK,ALASKA DEPT OF PUBLIC SAFETY LEA,8415,015386289,"PARKA,EXTREME COLD",EA,3,116.45,2018-05-01 20:05:17,TACTICAL TEAM DEPLOYMENT,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,2158307,AK,ALASKA DEPT OF PUBLIC SAFETY LEA,8465,015472694,SLEEPING BAG,EA,3,104.4,2018-05-01 20:05:17,TACTICAL TEAM DEPLOYMENT,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,2158312,AK,ALASKA DEPT OF PUBLIC SAFETY LEA,8415,015386300,"PARKA,EXTREME COLD",EA,2,116.45,2018-05-01 20:05:17,TACTICAL TEAM DEPLOYMENT,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,2158309,AK,ALASKA DEPT OF PUBLIC SAFETY LEA,8415,DSGLOVESW,"GLOVES, COLD WEATHER",EA,2,85,2018-05-01 20:05:17,TACTICAL TEAM DEPLOYMENT,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,2155054,AL,ABBEVILLE POLICE DEPT,1367,015794067,"CAPABILITIES SET,NON-LETHAL",EA,2,422000,2018-04-25 22:05:58,"ITEM TO USED TO STORE SPARE PARTS AND EQUIPMENT CURRENTLY EXPOSED  THE WEATHER .   CURRENTLY WILL BE AT THIS LOCATION MIDDAY ON APRIL 26,2018 WITH A LOWBOY PICKING UP ANOTHER PIECE OF EQUIPMENT",CANCELLED:  Item is under review. The item name and NSN-LSN are incorrect.
LESOHQ,2186566,AL,ABBEVILLE POLICE DEPT,6115,012747390,"GENERATOR SET,DIESEL ENGINE",EA,2,25073,2018-06-14 16:58:04,"ITEM TO BE USED IN CASE OF POWER OUTAGES CAUSED BY NATURAL DISASTERS  FOR BACK UP POWER FOR POLICE DEPARTMENT AND POLICE, SWAT DEPARTMENT'S MOTOR POOL. AND TO REPLACE AN AGED UNIT THAT IS INOP.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2186121,AL,ALABASTER POLICE DEPT,2310,016544105,"UTILITY VEHICLE,OFF ROAD",EA,2,31905.14,2018-06-14 09:29:58,THE ALABASTER PD WILL USE THIS EQUIPMENT FOR SEARCH AND RESCUE IN AND AROUND OUR WALKING TRAILS WHERE PATROL VEHICLES CANNOT ACCESS.  THESE WILL ALSO BE USED FOR WEATHER RELATED INCIDENTS AND WILL BE USED BY ALABASTER PD TO ASSIST OUR AGENCY AND CITIZENS.,CANCELLED:  Item(s) has already been approved for another agency.
