State,Station Name (LEA),Requisition ID,FSC,NIIN,Item Name,UI,Quantity,Acquisition Value,Date Shipped,Justification
AL,ATMORE PD,2YTRYZ92598384,2330,DSTRAILE1,TRAILER,EA,1,8000,2019-10-01 00:00:00,THE ATMORE POLICE DEPARTMENT WILL USE THIS EQUIPMENT FOR SETTING UP A MOBILE COMMAND DURING SPECIAL EVENTS.
AL,ATMORE PD,2YTRYZ92618506,7110,015025826,"DESK,FIELD",EA,3,2052.4,2019-10-01 00:00:00,THE ATMORE POLICE DEPARTMENT WILL USE THIS EQUIPMENT FOR THE FIRING RANGE. OFFICERS CAN USE THIS TO SUPPORT THEIR WEAPONS AND PRACTICE MOVING TO DIFFERENT STATIONS.
AL,ATMORE PD,2YTRYZ92618507,8465,013936515,"MAT,SLEEPING,SELF-I",EA,5,50.22,2019-10-01 00:00:00,THE ATMORE POLICE DEPARTMENT WILL USE THIS EQUIPMENT FOR SHOOTING IN THE PRONE(LAYING) POSITION AT THE FIRING RANGE.
AL,DALEVILLE DEPT OF PUBLIC SAFETY,2YTC3A92628775,6130,014997305,"CHARGER,BATTERY",EA,1,3873.3,2019-10-01 00:00:00,THIS ITEM WILL BE USED FOR OUR DEPARTMENT EOD BOT. IT WILL ASSIST IN THE CHARGING AND MAINTAINING BATTERIES.
AL,DALEVILLE DEPT OF PUBLIC SAFETY,2YTC3A92638896,6130,014997305,"CHARGER,BATTERY",EA,1,3873.3,2019-10-01 00:00:00,THIS ITEM WILL BE USED IN OUR MOBILE COMMAND CENTER TO CHARGE BATTERY'S FOR OUR EOD ROBOT. THIS ITEM WILL BE STORED IN A CLIMATE CONTROLLED AND LOOK AREA.
AR,SALINE COUNTY SHERIFF OFFICE,2YTKNC92537930,8140,008282938,"CHEST,AMMUNITION",EA,136,3.88,2019-10-01 00:00:00,TO BE USED TO STORE AMMUNITION AND MUNITIONS ALONG WITH OTHER SUPPLIES LAW ENFORCEMENT OFFICERS HAVE TO CARRY DAILY.
AZ,BISBEE POLICE DEPARTMENT,2YTA8192618536,5855,DSTHRMCAM,THERMAL CAMERA,EA,2,17325,2019-10-01 00:00:00,BISBEE POLICE WOULD USE THESE THERMAL CAMERAS TO ASSIST US WITH NIGHT STEAK OUTS AND WITH NIGHT TIME APPREHENSION AND EVIDENCE GATHERING
CA,LOS ANGELES COUNTY SHERIFF DEPT,2YTGX492396119,7910,DSSHOPVAC,SHOP VACUUM,EA,2,50,2019-10-01 00:00:00,USED BY LASD PERSONNEL FACILITIES BUREAU TO CLEAN FACILITIES
CA,LOS ANGELES COUNTY SHERIFF DEPT,2YTGX492396121,5120,013741931,"WRENCH,TORQUE",EA,6,171.22,2019-10-01 00:00:00,USED BY LASD TRAP UNIT FOR TAKING APART CARS AND PUTTING THEM BACK TOGETHER
CA,LOS ANGELES COUNTY SHERIFF DEPT,2YTGX492396122,8415,015386752,"JACKET,COLD WEATHER",EA,15,67.08,2019-10-01 00:00:00,USED BY LASD SPECIAL ENFORCEMENT UNIT DURING COLD INCLEMENT WEATHER
CA,LOS ANGELES COUNTY SHERIFF DEPT,2YTGX492467121,5440,002271594,STEPLADDER,EA,7,127.99,2019-10-01 00:00:00,USED BY LASD FACILITIES SERVICES BUREAU FOR THE MAINTENANCE OF DEPARTMENT BUILDINGS.
CA,LOS ANGELES COUNTY SHERIFF DEPT,2YTGX492537915,2340,DSCART000,"CART, MOTORIZED",EA,1,5082.02,2019-10-01 00:00:00,USED BY LASD FACILITIES SERVICES BUREAU TO TRANSPORT TOOLS AND PARTS FOR THE MAINTENANCE OF DEPARTMENT BUILDINGS
IN,COLUMBIA POLICE DEPT               ,2YTCPP92598365,2310,DSPASSMOT,PASSENGER MOTOR VEHICLES,EA,1,13250,2019-10-01 00:00:00,COLUMBIA CITY POLICE DEPARTMENT REQUEST ELECTRIC VEHICLE FOR PATROL OF GREENWAY AND 150 ACRE MULTI SCHOOL CAMPUS CONTAINING MULTIPLE BUILDINGS AND SPORTS FIELDS.
IN,LAFAYETTE POLICE DEPARTMENT        ,2YTGDX92477233,8465,015195185,"POUCH,MEDICAL,KH",EA,2,19.81,2019-10-01 00:00:00,"FOR LAW ENFORCEMENT USE ONLY. ITEMS WILL NOT BE SOLD, TRADED ETC. FIRST AID KITS WILL BE ISSUED TO LAW ENFORCEMENT OFFICERS FOR PERSONAL TRAUMA KITS. KITS WILL GIVE OFFICERS ACCESS TO IMMEDIATE MEDICAL MATERIALS NEEDED DURING A TRAUMATIC INJURY."
IN,LAFAYETTE POLICE DEPARTMENT        ,2YTGDX92628738,8465,DSINDEQU0,INDIVIDUAL EQUIPMENT,EA,1,109.47,2019-10-01 00:00:00,"FOR LAW ENFORCEMENT USE ONLY. ITEM WILL BE ISSUED TO OFFICERS FOR QUICK RESPONSE INCIDENTS. ITEM WILL NOT BE TRADED, SOLD OR BARTERED."
IN,LAFAYETTE POLICE DEPARTMENT        ,2YTGDX92628739,8465,DSBAG0002,INDIVIDUAL BAG,EA,1,22.62,2019-10-01 00:00:00,"FOR LAW ENFORCEMENT USE ONLY. ITEM WILL BE USED TO STORE POLICE EQUIPMENT FOR MEDICAL SUPPLIES. ITEM WILL NOT BE SOLD, TRADED OR BARTERED."
IN,LAFAYETTE POLICE DEPARTMENT        ,2YTGDX92628741,6230,015323679,"FILTER,FLASHLIGHT",EA,1,55.63,2019-10-01 00:00:00,"FOR LAW ENFORCEMENT USE ONLY. ITEM WILL BE USED ON OFFICER FLASHLIGHT FOR CLEARING BUILDINGS. ITEM WILL NOT BE SOLD ,TRADED OR BARTERED."
IN,LAFAYETTE POLICE DEPARTMENT        ,2YTGDX92628742,8145,DSCASE004,SHIPPING CASE,EA,1,225,2019-10-01 00:00:00,"FOR LAW ENFORCEMENT USE ONLY. ITEM WILL BE USED TO STORE POLICE EQUIPMENT. ITEM WILL NOT BE SOLD, TRADED OR BARTERED."
IN,LAFAYETTE POLICE DEPARTMENT        ,2YTGDX92689505,8465,015851512,RUCKSACK MEDIUM (OCP) SET,SE,1,118.88,2019-10-01 00:00:00,"FOR LAW ENFORCEMENT USE ONLY. PACK WILL BE USED TO STORE AND MOVE LA ENFORCEMENT EQUIPMENT.ITEM WILL NOT BE SOLD, TRADED, OR BARTERED ETC."
IN,LAFAYETTE POLICE DEPARTMENT        ,2YTGDX92689507,8465,015851512,RUCKSACK MEDIUM (OCP) SET,SE,1,118.88,2019-10-01 00:00:00,"FOR LAW ENFORCEMENT USE ONLY. PACK WILL BE USED TO STORE OFFICER'S EQUIPMENT. ITEM WILL NOT BE SOLD, TRADED OR BARTERED."
MA,DHS/ICE ERO/SRT BOSTON,2YTRK892618513,5855,015330555,"ILLUMINATOR,LA5PEQ",EA,11,1800,2019-10-01 00:00:00,"FOR USE BY BOSTON ICE SRT OFFICERS FOR LOW LIGHT OR NO LIGHT ILLUMINATION AND AIMING OF PRIMARY M4 CARBINE RIFLE DURING HIGH RISK FEDERAL LAW ENFORCEMENT OPERATIONS TO INCLUDE CRIMINAL WARRANT SERVICE. THE PEQ LASER AIMING SYSTEM IS AN APPROVED ILLUMINATION AND AIMING DEVICE FOR ICE SRT RIFLES, BUT AGENCY FUNDING IS CURRENTLY PROHIBITING PURCHASING ABILITY.  THIS ACQUISITION WILL BRIDGE THE GAP UNTIL AGENCY FUNDING FOR NEW EQUIPMENT IS AVAILABLE. ANY REPAIR COSTS WILL BE FUNDED LOCALLY."
MI,LOWELL POLICE DEPT,2YTGZG92638870,8465,015808917,THERMOBAK3LOMEGA,EA,13,36.28,2019-10-01 00:00:00,LAW ENFORCEMENT OFFICERS WILL USE THIS TO STAY HYDRATED WHILE ON DUTY OR WHILE TRAINING. THIS IS A CAMELBAK WATER HYDRATION SYSTEM.
MN,ITASCA COUNTY SHERIFF OFFICE,2YTFTX92548021,8415,015478749,"DRAWERS,COLD WEATHE",EA,3,16.71,2019-10-01 00:00:00,SUPPLYING FOR OUR EMERGENCY RESPONSE TEAM - COLD WEATHER RESPONSE
MN,ITASCA COUNTY SHERIFF OFFICE,2YTFTX92548022,8415,015476800,"UNDERSHIRT,COLD WEA",EA,1,19.7,2019-10-01 00:00:00,"SUPPLYING FOR OUR EMERGENCY RESPONSE TEAM - COLD WEATHER RESPONSE		
"
MN,ITASCA COUNTY SHERIFF OFFICE,2YTFTX92548025,8415,015386752,"JACKET,COLD WEATHER",EA,1,67.08,2019-10-01 00:00:00,"SUPPLYING FOR OUR EMERGENCY RESPONSE TEAM - COLD WEATHER RESPONSE
"
MN,ITASCA COUNTY SHERIFF OFFICE,2YTFTX92548033,8415,015467550,"JACKET,COLD WEATHER",EA,3,67.08,2019-10-01 00:00:00,"SUPPLYING FOR OUR EMERGENCY RESPONSE TEAM - COLD WEATHER RESPONSE
"
MN,ITASCA COUNTY SHERIFF OFFICE,2YTFTX92548034,8415,015476789,"UNDERSHIRT,COLD WEA",EA,1,19.7,2019-10-01 00:00:00,"SUPPLYING FOR OUR EMERGENCY RESPONSE TEAM - COLD WEATHER RESPONSE
"
MN,ITASCA COUNTY SHERIFF OFFICE,2YTFTX92548035,8415,015478747,"DRAWERS,COLD WEATHE",EA,1,16.71,2019-10-01 00:00:00,"SUPPLYING FOR OUR EMERGENCY RESPONSE TEAM - COLD WEATHER RESPONSE
"
MN,ITASCA COUNTY SHERIFF OFFICE,2YTFTX92548046,8415,015457966,"DRAWERS,COLD WEATHE",EA,3,29.21,2019-10-01 00:00:00,"SUPPLYING FOR OUR EMERGENCY RESPONSE TEAM - COLD WEATHER RESPONSE
"
MN,WOODBURY PD,2YTNVT92588292,5855,014384588,"TRANSMITTER,INFRARE",EA,49,27.36,2019-10-01 00:00:00,"WOODBURY POLICE WOULD USE THESE IR MARKERS FOR SWAT OPERATORS TO IDENTIFY THEIR LOCATION IN LOW LIGHT CONDITIONS DURING ACTIVE SHOOTER, FIELD SEARCH, AND BARRICADE OPERATIONS. CONDITION CODE H CONFIRMED."
MO,PURDY POLICE DEPT,2YT0P392365757,6515,003343800,"FORCEPS,HEMOSTATIC",EA,6,14.85,2019-10-01 00:00:00,"THE PURDY POLICE DEPT WILL USE THESE ITEMS TO STOCK MEDICAL RESPONSE BAGS USED FOR CRITICAL INCIDENTS, DOMESTIC VIOLENCE, AND OTHER TRAUMATIC SITUATIONS."
MO,PURDY POLICE DEPT,2YT0P392365758,6510,002011755,"BANDAGE,MUSLIN",EA,12,1.9,2019-10-01 00:00:00,"THE PURDY POLICE DEPT WILL USE THESE ITEMS TO STOCK MEDICAL RESPONSE BAGS USED FOR CRITICAL INCIDENTS, DOMESTIC VIOLENCE, AND OTHER TRAUMATIC SITUATIONS."
MO,PURDY POLICE DEPT,2YT0P392406399,6515,015934841,"RESUSCITATOR,HAND O",EA,4,53.78,2019-10-01 00:00:00,"THE PURDY POLICE DEPT WILL UTILIZE THESE ITEMS TO STOCK AND MAINTAIN KITS FOR USE IN CRITICAL INCIDENTS, DOMESTIC VIOLENCE, AND OTHER TRAUMATIC SITUATIONS."
MO,PURDY POLICE DEPT,2YT0P392406401,6510,015406484,"DRESSING,COMPRESSIO",EA,30,7.7,2019-10-01 00:00:00,"THE PURDY POLICE DEPT WILL UTILIZE THESE ITEMS TO STOCK AND MAINTAIN KITS FOR USE IN CRITICAL INCIDENTS, DOMESTIC VIOLENCE, AND OTHER TRAUMATIC SITUATIONS."
MO,PURDY POLICE DEPT,2YT0P392406404,6510,015719729,COMPRESS AND BANDAG,EA,30,9.21,2019-10-01 00:00:00,"THE PURDY POLICE DEPT WILL UTILIZE THESE ITEMS TO STOCK AND MAINTAIN KITS FOR USE IN CRITICAL INCIDENTS, DOMESTIC VIOLENCE, AND OTHER TRAUMATIC SITUATIONS."
MO,PURDY POLICE DEPT,2YT0P392406405,6510,013051174,"BANDAGE,ELASTIC",RO,30,4.77,2019-10-01 00:00:00,"THE PURDY POLICE DEPT WILL UTILIZE THESE ITEMS TO STOCK AND MAINTAIN KITS FOR USE IN CRITICAL INCIDENTS, DOMESTIC VIOLENCE, AND OTHER TRAUMATIC SITUATIONS."
MO,WINONA POLICE DEPARTMENT,2YTNTW92638917,7830,DSRVCAMPR,"RECREATIONAL CAMPER, TRAILER",EA,1,12000,2019-10-01 00:00:00,"THE WPD WOULD USE THIS AS A MOBILE COMMAND POST DURING EMERGENCY OPERATIONS IN OUR AREA AND THROUGH MUTUAL AID WITH 4 COUNTIES AND 8 LOCAL CITIES FOR A PLACE TO HOLD A REMOTE REPEATER FOR RADIO COMS; A REST, FOOD AND BATHROOM AREA FOR ON DUTY OFFICERS INVOLVED IN 24 HOUR OPERATIONS INCLUDING BUT NOT LIMITED TO FLOOD, FIRE, SEARCH AND RESCUE AND MANHUNT; AND AS A MOBILE SUB STATION DURING COMMUNITY EVENTS FOR OFFICERS TO REST, PROCESS PAPERWORK AND OFFENDERS AND ASSIST IN COMMUNITY POLICING."
NC,DUPLIN COUNTY SHERIFF DEPT,2YTDHH92335317,2320,013808604,"TRUCK,UTILITY",EA,1,78225,2019-10-01 00:00:00,"REQUESTED RESOURCE WILL BE UTILIZED BY THE DUPLIN COUNTY SO FOR USE DURING CRITICAL INCIDENTS AND NATURAL DISASTERS TO PATROL, TRANSPORT PERSONNEL, AND LOGISTICS. THIS RESOURCE WILL INCREASE THE AGENCIES CAPABILITY TO OPERATE DURING ABOVE LISTED CONDITIONS."
NC,DUPLIN COUNTY SHERIFF DEPT,2YTDHH92335319,2320,013808604,"TRUCK,UTILITY",EA,1,78225,2019-10-01 00:00:00,"REQUESTED RESOURCE WILL BE UTILIZED BY THE DUPLIN COUNTY SO FOR USE DURING CRITICAL INCIDENTS AND NATURAL DISASTERS TO PATROL, TRANSPORT PERSONNEL, AND LOGISTICS. THIS RESOURCE WILL INCREASE THE AGENCIES CAPABILITY TO OPERATE DURING ABOVE LISTED CONDITIONS."
NJ,MARLBORO TOWNSHIP POLICE DEPT,2YTHBT92628729,2340,DSMULE000,MULE,EA,2,3000,2019-10-01 00:00:00,THESE ITEMS CAN DIRECTLY HELP THE MARLBORO POLICE DEPT. BY ALLOWING THEM TO MOVE PERSONNEL AND EQUIPMENT THROUGH SMALL AREAS DURING DISASTERS AND EMERGENCIES
NJ,TINTON FALLS POLICE DEPT,2YTLT992497724,2320,013543386,"TRUCK,CARGO",EA,1,128076,2019-10-01 00:00:00,ITEM WILL BE USED BY THIS AGENCY FOR RESPONDING TO EMERGENCIES OF NATURAL AND MANMADE DISASTERS FOR RESCUES AND CARRYING EMERGENCY EQUIPMENT.
SC,CLEMSON CITY POLICE DEPT,2YTPSY92416559,1005,010814166,HANDGUARD,EA,15,62.78,2019-10-01 00:00:00,"ITEMS REQUESTED BY CLEMSON PD, FOR USE BY CLEMSON PD OFFICERS, FOR PATROL RIFLES"
TN,CARROLL COUNTY SHERIFF DEPT,2YTB1D92608464,3750,DSLAWNRID,"LAWN MOWER, RIDING",EA,1,2000,2019-10-01 00:00:00,THE CARROLL COUNTY SHERIFFS OFFICE HAS A FIRING RANGE THAT WE USE FOR OUR OFFICERS TO TRAIN ON FOR THE PROFICIENT USE OF THEIR SERVICE WEAPONS AND NEED THIS MOWER TO HELP WITH THE UP KEEP OF THIS RANGE.  WE ALSO HAVE BEEN EXPERIENCING A RASH OF ZERO TURN LAWN MOWERS IN OUR JURISDICTION CAN WOULD USE THIS MOWER TO SET A BAIT OPERATION IN HOPES OF CATCHING SOME OF THE OFFENDERS FOR SAID THEFTS.
TN,DECATUR COUNTY SHERIFF'S OFFICE,2YTC6692618528,8145,014862409,PACKING SUPPLY,EA,1,60720.71,2019-10-01 00:00:00,"NEEDED TO HOUSE RADIO RELAY EQUIP. FOR REMOTE REPEATER SITE. NEED TO SUPPORT VARIOUS LAW ENFORCEMENT OPS., IN SUPPORT OF, BUT NOT LIMITED TO COUNTER DRUG AND PORT SECURITY OPS."
TN,DECATUR COUNTY SHERIFF'S OFFICE,2YTC6692649051,8145,015194527,ISU 90 EO WEAPON CO,EA,1,22900.34,2019-10-01 00:00:00,"NEEDED TO STORE RANGE EQUIP. AND SUPPLIES, IN SUPPORT OF LAW ENFORCEMENT TRAINING."
TN,DECATUR COUNTY SHERIFF'S OFFICE,2YTC6692649053,8150,014731213,"CONTAINER,FREIGHT,S",EA,1,29014.32,2019-10-01 00:00:00,"NEEDED TO STORE AND SHIP LAW ENFORCEMENT SUPPLIES, IN SUPPORT OF VARIOUS LAW ENFORCEMENT ACTIVITIES."
TN,KNOX COUNTY SHERIFF'S OFFICE,2YTF9492709953,8415,DSSPCLOTA,"CLOTHING, SPECIAL PURPOSE, DEMIL A",EA,54,2,2019-10-01 00:00:00,THIS ITEM WILL BE USED BY THE KNOX COUNTY SHERIFFS OFFICE FORENSICS UNIT FOR WORKING OUT IN THE FIELD. ANY QUESTIONS PLEASE CONTACT SGT JOHN C OWINGS AT 8655777193. THANKS
TN,MADISONVILLE POLICE DEPT           ,2YTG5792487506,2330,DSTRAILE1,TRAILER,EA,1,43686,2019-10-01 00:00:00,THE MADISONVILLE POLICE DEPARTMENT IS REQUESTING THIS TRAILER TO BE ABLE TO MOVE LARGE AMOUNTS OF DIRT. THIS CAN BE USED WHEN BUILDING OUR DRIVING TRACK AND SHOTGUN RANGE. WE DO NOT HAVE ANY TRAILERS WITH THE CAPABILITY OF HAULING DIRT OR ROCK FOR IMPROVING OUR TRAINING FACILITY.
TN,MADISONVILLE POLICE DEPT           ,2YTG5792699760,3431,DSWELDER0,ELECTRIC ARC WELDING EQUIPMENT,EA,1,6895,2019-10-01 00:00:00,THE MADISONVILLE POLICE DEPARTMENT IS REQUESTING THIS FOR THE USE OF MAKING SMALL REPAIRS TO OUR FLEET. THIS WILL BE USED FOR REPAIRS ON OUR SHIPPING CONTAINER USED FOR EVIDENCE.
TN,MONTEREY POLICE DEPT,2YTHX892618590,7830,DSRVCAMPR,"RECREATIONAL CAMPER, TRAILER",EA,1,15000,2019-10-01 00:00:00,THIS CAMPER WILL BE USED AS A MOBILE COMMAND POST DURING CRITICAL INCIDENTS AND DURING SPECIAL EVENTS.
TN,MONTEREY POLICE DEPT,2YTHX892618592,7830,DSRVCAMPR,"RECREATIONAL CAMPER, TRAILER",EA,1,22000,2019-10-01 00:00:00,THIS CAMPER WOULD BE USED AS A MOBILE COMMAND POST AND WOULD ALSO BE AN AREA FOR OFFICERS TO REST AND SHOWER DURING LONG INCIDENTS AND SEARCH AND RESCUE INCIDENTS.
TN,MONTEREY POLICE DEPT,2YTHX892649067,3930,DSFORKLIF,FORKLIFT,EA,1,1050,2019-10-01 00:00:00,THIS FORKLIFT WILL BE USED TO MOVE VEHICLE'S AROUND IN OUR IMPOUND LOT. IT WILL ALSO BE TO LOAD AND UNLOAD HEAVY EVIDENCE ITEMS THAT ARE BEING STORED AT THE POLICE DEPARTMENT.
TN,MONTEREY POLICE DEPT,2YTHX892699776,8465,015167960,SYSTEM HYDRATION,EA,10,72.07,2019-10-01 00:00:00,"THESE WILL BE ISSUED TO OFFICERS TO BE USED DURING SEARCH AND RESCUE OPERATIONS, AS WELL AS DURING TRAINING EVENTS."
TN,MONTEREY POLICE DEPT,2YTHX892699779,7110,DSSAFE000,SAFE,EA,1,250,2019-10-01 00:00:00,THIS SAFE WILL BE USED TO STORE SEIZED PROPERTY AS WELL AS TRAINING AIDS FOR OUR K9 UNIT.
TN,MONTEREY POLICE DEPT,2YTHX892699780,4910,013539944,"WASHER,PRESSURE,POR",EA,1,563.2,2019-10-01 00:00:00,THIS PRESSURE WASHER WILL BE USED TO CLEAN AND MAINTAIN OUR BUILDING AND IT WILL ALSO BE USED TO WASH CARS AND OTHER EQUIPMENT AT THE POLICE DEPARTMENT.
TN,MONTEREY POLICE DEPT,2YTHX892699781,6720,DSDIGITA0,"CAMERA, DIGITAL",EA,3,300,2019-10-01 00:00:00,THESE CAMERAS WILL BE USED BY OFFICERS TO PHOTOGRAPH CRIME SCENES AND EVIDENCE.
TN,MONTEREY POLICE DEPT,2YTHX892699783,3433,013899940,"PLASMA CUTTER,PORTA",EA,1,2461.41,2019-10-01 00:00:00,THIS PLASMA CUTTER WILL BE USED TO CUT METAL TO FABRICATE VEHICLE CAGES AND OTHER ITEMS AT THE POLICE DEPARTMENT.
TN,MONTEREY POLICE DEPT,2YTHX892699784,5140,DSTOOLBAG,TOOLBAG,EA,8,14,2019-10-01 00:00:00,THESE TOOL BAGS WILL BE ISSUED TO OFFICERS TO STORE TOOLS IN THEIR PATROL CARS.
TN,MONTEREY POLICE DEPT,2YTHX892699786,7025,DSEXTERNA,"HARD DRIVE, EXTERNAL",EA,7,94,2019-10-01 00:00:00,THESE HARD DRIVES WILL BE USED TO STORE OFFICERS BODY CAM VIDEOS.
TN,OVERTON COUNTY SHERIFF'S DEPT,2YT18E92548054,3805,003519426,"EXCAVATOR,MULTIPURPOSE,TRUCK MOUNTED",EA,1,95000,2019-10-01 00:00:00,THE OVERTON COUNTY SHERIFF DEPARTMENT REQUEST THIS ITEM TO ASSIST WITH THE CLEARING OF PROPERTY BELONGING TO THE SHERIFF DEPARTMENT TO ADD MORE PARKING AND FOR ADDING MORE BUILDINGS FOR STORAGE OF PROPERTY ACQUIRED FROM LESO PROGRAM
TX,CANYON POLICE DEPT,2YTBYD92618404,5855,DSTHRMCAM,THERMAL CAMERA,EA,4,17325,2019-10-01 00:00:00,THESE THERMAL CAMS WILL BE USED BY THE CANYON POLICE DEPARTMENT FOR LAW ENFORCEMENT USE ONLY. THE USE OF THESE CAMERAS WILL HELP OUR DEPARTMENT BE ABLE TO OPERATE SAFER ON NIGHT OPERATIONS AND INCIDENTS. THESE CAMERAS CAN ALSO AID THE DEPARTMENT IN MISSING OR LOST PERSONS IN THE DARK.
TX,CYPRESS FAIRBANKS ISD PD K-12,2YTRKJ92679356,8465,015236276,"FIELD PACK,LARGE,SE",SE,5,262.34,2019-10-01 00:00:00,EQUIPMENT WILL BE USED TO STORE AND CARRY SUPPLIES AND EQUIPMENT IN THE FIELD DURING TRAINING AND NATURAL DISASTER DEPLOYMENT BY LAW ENFORCEMENT OFFICERS.
TX,CYPRESS FAIRBANKS ISD PD K-12,2YTRKJ92679357,5820,015311752,SINGLE PERSONAL ROL,EA,10,1499.28,2019-10-01 00:00:00,EQUIPMENT WILL BE DEPLOYED FOR USE BY LAW ENFORCEMENT OFFICERS TO COMMUNICATE DURING TRAINING AND NATURAL DEPLOYMENT.
TX,CYPRESS FAIRBANKS ISD PD K-12,2YTRKJ92699807,2340,015253088,ALL TERRAIN VEHICLE WHEELED,EA,1,9652,2019-10-01 00:00:00,"UNIT WILL BE DEPLOYED BY LAW ENFORCEMENT DURING URBAN SEARCH 
 AND NATURAL DISASTER RESPONSE AS WELL AS FOR LARGE EVENT SITE SECURITY."
TX,CYPRESS FAIRBANKS ISD PD K-12,2YTRKJ92699811,6230,DSLIGHT01,"ELECTRIC PORTABLE, HAND LIGHTING EQUIP",EA,1,2991.36,2019-10-01 00:00:00,"EQIP. WILL BE UTILIZED BY LAW ENFORCEMENT AND DEPLOYED AT CRIME SCENES, IC POST AND NATURAL DISASTER RESPONSE."
TX,CYPRESS FAIRBANKS ISD PD K-12,2YTRKJ92699832,3950,DSHOIST00,"WINCHES, HOISTS, CRANES, AND DERRICKS",EA,1,403.18,2019-10-01 00:00:00,EQUIPMENT WILL BE UTILIZED BY LAW ENFORCEMENT PERSONNEL IN CONJUNCTION WITH THE DEPT. LMTV TO MOVE EQUIPMENT RELATING TO INCIDENT RESPONSE AND DEPLOYMENT.
TX,CYPRESS FAIRBANKS ISD PD K-12,2YTRKJ92699843,1095,000179701,BAYONET-KNIFE,EA,60,25.97,2019-10-01 00:00:00,EQUIPMENT WILL BE ISSUED TO LAW ENFORCEMENT PERSONNEL TO BE PLACED IN THEIR GO BAGS FOR UTILITY PURPOSES.
WI,EAU CLAIRE COUNTY SHERIFF DEPT,2YTDMF92679276,2340,DSSCOOTER,SCOOTER,EA,1,1000,2019-10-01 00:00:00,"WE WOULD BE USING THIS ON OUR SHOOTING RANGE FOR HAULING EQUIPMENT OUT ONTO THE RANGE FOR SHOOTS. 
WE SHOOT MONTHLY AT THE SHERIFF'S OFFICE AND OUR REGIONAL TACTICAL TEAM ALSO USES THE RANGE. THESE UNITS WORK WELL FOR THIS NEED."
WI,MILWAUKEE POLICE DEPT,2YTHSW92710088,8430,013127807,"BOOTS,HOT WEATHER",PR,2,257.38,2019-10-01 00:00:00,FOR FIELD OFFICER USE. FOR WEAR BY OFFICERS CONDUCTING RAIDS ON DRUG HOUSES.
WV,SAINT ALBANS POLICE DEPT,2YT0RA92578277,5855,DSTHRMCAM,THERMAL CAMERA,EA,5,17325,2019-10-01 00:00:00,WILL BE USED BY MEMBERS OF THE ST. ALBANS POLICE DEPARTMENT DURING SEARCHES AND RECOVERY OPERATIONS.
AL,AL STATE PARKS DIV,2YTADM92628750,8150,015272880,"CONTAINER,FREIGHT,GENERAL PURPOSE",EA,2,15843,2019-10-02 00:00:00,TO BE USED TO STORE LAW ENFORCEMENT EQUIPMENT AND SUPPLIES AT ONE OR MORE OF OUR 17 STATE PARKS TO SUPPORT LAW ENFORCEMENT PATROLS AND OPERATIONS
AL,AL STATE PARKS DIV,2YTADM92628751,5130,DSSAW0002,"SAW, POWER",EA,6,120,2019-10-02 00:00:00,"TO BE USED FOR MAINTENANCE AND REPAIR OF LAW ENFORCEMENT SUPPORT BUILDINGS, STRUCTURES, AND STORAGE FACILITIES AT ONE OF OUR 17 STATE PARKS TO SUPPORT LAW ENFORCEMENT PATROLS AND OPERATIONS"
