Cancelled By,RTD Ref,State,Station Name (LEA),FSC,NIIN,Item Name,UI,Quantity,Acquisition Value,Date Requested,Justification,Reason Cancelled
LESOHQ,1903953,AL,ABBEVILLE POLICE DEPT,2330,010907863,"SEMITRAILER,LOW BED",EA,1,23447,2017-07-25 10:00:42.000002,ABBEVILLE PD COULD USE THIS ITEM TO TRANSPORT HEAVY EQUIPMENT ALREADY AWARDED SUCH AS BULL DOZER AND MRAP.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,1905573,AL,ABBEVILLE POLICE DEPT,2340,DSATV3WHE,"ALL TERRAIN VEHICLE, 3 WHEEL",EA,1,5600,2017-07-27 10:19:05.000002,ABBEVILLE PD COULD USE THIS ITEM FOR SEARCH AND RESCUE MISSIONS AS WELL AS MARIJUANA ERADICATION FOR OUR MULTI JURISDICTIONAL TASK FORCE.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,1895597,AL,ABBEVILLE POLICE DEPT,2330,013038832,"SEMITRAILER,TANK TR",EA,1,229219,2017-07-13 10:17:22.999998,ABBEVILLE PD COULD USE THIS ITEM FOR TRANSPORTING OUR AWARDED MRAP AND BULL DOZER. THE MRAP IS USED FOR OUR MULTI JURISDICTIONAL SWAT TEAM AND THE DOZER IS USED ON OUR FIRING RANGE BUT STORED AT ANOTHER LOCATION.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,1909075,AL,ALEXANDER CITY POLICE DEPT,6230,016593699,FLASHLIGHT,EA,40,125.65,2017-08-01 08:58:40.000002,THESE LIGHTS WILL GIVE OUR PATROL OFFICER THE CABABILITY TO HAVE A LIGHT SOURCE ON THIER WEAPON SYSTEM GIVING THEM A SAFE ADVANTAGE IN THE CONCEALMENT OF DARKNESS,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,1940999,AL,AUBURN POLICE DEPT,2310,016544105,"UTILITY VEHICLE,OFF ROAD",EA,1,31905.14,2017-09-13 11:14:19.000003,"VEHICLE WILL BE USED IN SEARCH AND RESCUE OPERATIONS DURING CRITICAL EVENTS AND EMERGENCIES. ADDITIONALLY, IT MAY BE USED FOR PATROLLING RURAL WOODED AREAS FOR DRUG INTERDICTION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,1940997,AL,AUBURN POLICE DEPT,2310,016544105,"UTILITY VEHICLE,OFF ROAD",EA,1,31905.14,2017-09-13 11:14:19.000003,"VEHICLE WILL BE USED IN SEARCH AND RESCUE OPERATIONS DURING CRITICAL EVENTS AND EMERGENCIES. ADDITIONALLY, IT MAY BE USED FOR PATROLLING RURAL WOODED AREAS FOR DRUG INTERDICTION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,1940996,AL,AUBURN POLICE DEPT,2310,016544105,"UTILITY VEHICLE,OFF ROAD",EA,1,31905.14,2017-09-13 11:14:19.000003,"VEHICLE WILL BE USED IN SEARCH AND RESCUE OPERATIONS DURING CRITICAL EVENTS AND EMERGENCIES. ADDITIONALLY, IT MAY BE USED FOR PATROLLING RURAL WOODED AREAS FOR DRUG INTERDICTION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,1940995,AL,AUBURN POLICE DEPT,2310,016544105,"UTILITY VEHICLE,OFF ROAD",EA,1,31905.14,2017-09-13 11:14:19.000003,"VEHICLE WILL BE USED IN SEARCH AND RESCUE OPERATIONS DURING CRITICAL EVENTS AND EMERGENCIES. ADDITIONALLY, IT MAY BE USED FOR PATROLLING RURAL WOODED AREAS FOR DRUG INTERDICTION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,1940994,AL,AUBURN POLICE DEPT,2310,016544105,"UTILITY VEHICLE,OFF ROAD",EA,1,31905.14,2017-09-13 11:14:19.000003,"VEHICLE WILL BE USED IN SEARCH AND RESCUE OPERATIONS DURING CRITICAL EVENTS AND EMERGENCIES. ADDITIONALLY, IT MAY BE USED FOR PATROLLING RURAL WOODED AREAS FOR DRUG INTERDICTION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,1938056,AL,AUBURN POLICE DEPT,2330,015569648,"INTEGRATED TRAILER,",EA,1,85000,2017-09-08 17:52:34.000003,EQUIPMENT WILL BE USED IN CONJUNCTION WITH TENT THAT HAS ALREADY BEEN ACQUIRED THROUGH DLA FOR EMERGENCY OPERATIONS AND SHELTERING.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,1941013,AL,AUBURN POLICE DEPT,2310,016544105,"UTILITY VEHICLE,OFF ROAD",EA,1,31905.14,2017-09-13 11:18:56.000002,VEHICLE WILL BE USED IN SEARCH AND RESCUE DURING CRITICAL OR EMERGENCY EVENTS AND ALSO USED FOR PATROLLING RURAL AND WOODED AREAS FOR COUNTER DRUG INTERDICTION,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,1940998,AL,AUBURN POLICE DEPT,2310,016544105,"UTILITY VEHICLE,OFF ROAD",EA,1,31905.14,2017-09-13 11:14:19.000003,"VEHICLE WILL BE USED IN SEARCH AND RESCUE OPERATIONS DURING CRITICAL EVENTS AND EMERGENCIES. ADDITIONALLY, IT MAY BE USED FOR PATROLLING RURAL WOODED AREAS FOR DRUG INTERDICTION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,1941037,AL,AUBURN POLICE DEPT,1385,015349828,"ROBOT,EXPLOSIVE ORDNANCE DISPOSAL",EA,1,164484.03,2017-09-13 11:41:37.000001,DEPARTMENT HOSTS LARGE SCALE EVENTS AND OFTEN HAVE TO INVESTIGATE SUSPICIOUS PACKAGES. EOD TEAMS ARE TYPICALLY DEPLOYED. EQUIPMENT WILL BE USED IN COORDINATION WITH EOD DETECTION TEAMS AND TACTICAL TEAM IN SITUATIONS WHERE ROBOTIC OPERATIONS ARE NEEDED.,CANCELLED Informed LEA This DTID is from a turn in by another LESO LEA and is not serviceable
LESOHQ,1941036,AL,AUBURN POLICE DEPT,1385,015349828,"ROBOT,EXPLOSIVE ORDNANCE DISPOSAL",EA,1,164484.03,2017-09-13 11:41:37.000001,DEPARTMENT HOSTS LARGE SCALE EVENTS AND OFTEN HAVE TO INVESTIGATE SUSPICIOUS PACKAGES. EOD TEAMS ARE TYPICALLY DEPLOYED. EQUIPMENT WILL BE USED IN COORDINATION WITH EOD DETECTION TEAMS AND TACTICAL TEAM IN SITUATIONS WHERE ROBOTIC OPERATIONS ARE NEEDED.,CANCELLED Informed LEA This DTID is from a turn in by another LESO LEA and is not serviceable
LESOHQ,1940153,AL,BLOUNTSVILLE POLICE DEPT,3830,DSTRUTRAA,TRUCK AND TRACTOR ATTACHMENTS,EA,1,4000,2017-09-12 10:10:08,THE POLICE WOULD USE THIS ATTACHMENT WITH DEPARTMENT OWNED BOBCAT TO TRENCH POLICE OWNED PROPERTY TO HELP WATER DRAIN PROPERLY AND TO MAINTAIN DITCHES ON DEPARTMENT OWNED PROPERTY.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,1940154,AL,BLOUNTSVILLE POLICE DEPT,3830,DSTRUTRAA,TRUCK AND TRACTOR ATTACHMENTS,EA,1,4000,2017-09-12 10:10:08,THE POLICE DEPARTMENT WOULD USE THIS ATTACHMENT WITH POLICE OWNED BOBCAT TO HARD GROUND TO ENABLE PERSONNEL TO SET POSTS ON POLICE OWNED PROPERTY.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,1909433,AL,BLOUNTSVILLE POLICE DEPT,2320,DSTRUCK00,TRUCKS AND TRUCK TRACTORS,EA,1,50,2017-08-01 16:02:54.999997,THE POLICE WOULD USE THIS MANUAL WITH OUR MRAP.,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,1905533,AL,BLOUNTSVILLE POLICE DEPT,2330,DSTRAILE1,TRAILER,EA,1,10000,2017-07-27 09:42:49,"THE POLICE WOULD USE THIS TRAILER AS OUR CRISIS NEGOTIATION CENTER FOR OUR FBI CERTIFIED CRISIS NEGOTIATION TEAM. WE WOULD USE IT AS MOBILE COMMAND CENTER DURING NATURAL DISASTER, SEARCH AND RESCUE, MISSING PERSONS, ACTIVE SHOOTER, AND DURING TOWN FESTIVALS.",CANCELLED:  Item(s) has already been approved for another agency.
