State,Station Name (LEA),Requisition ID,FSC,NIIN,Item Name,UI,Quantity,Acquisition Value,Date Shipped,Justification
AK,FAIRBANKS POLICE DEPT,2YTDWZ72579793,2355,015548556,MINE RESISTANT VEHICLE,EA,1,689000,2017-09-21 00:00:00,"THIS ITEM IS REQUESTED FOR USE BY THE FAIRBANKS POLICE DEPARTMENT.  THE INTENDED USE IS DIRECTLY RELATED AND TO FURTHER THE LAW ENFORCEMENT, PUBLIC SAFETY MISSION OF THE POLICE DEPARTMENT.  THE FAIRBANKS POLICE DEPARTMENT CURRENTLY DOES NOT POSSES A SIMILAR VEHICLE AND HAS A TRAINED TACTICAL TEAM WITH ASSIGNED PERSONNEL, CONSISTING OF SWORN LAW ENFORCEMENT OFFICERS"
AL,ALABAMA  LAW ENFORCEMENT AGENCY LEA,2YTN4N71925192,1560,002281920,"MOUNT ASSY,PYLON",EA,1,4559.19,2017-07-20 00:00:00,"THIS ITEM IS USED ON THE 7 EACH OH-58 HELICOPTERS THAT WE CURRENTLY OPERATE.  THESE HELICOPTERS ARE USED IN VARIOUS ASPECTS OF LAW ENFORCEMENT IN THE STATE OF ALABAMA SUCH AS SEARCHES FOR MISSING CHILDREN, ALZHEIMER'S PATIENTS, AND ESCAPEE'S."
AL,ALABAMA  LAW ENFORCEMENT AGENCY LEA,2YTN4N72507241,1615,010340405,TRANSMISSION ASSEMB,EA,2,304556,2017-09-15 00:00:00,"THE ALABAMA LAW ENFORCEMENT AGENCY CURRENTLY OPERATES A FLEET OF OH58 HELICOPTERS.  THE UNIT SUPPORTS STATE, LOCAL AND FEDERAL AGENCIES IN A LAW ENFORCEMENT CAPACITY.  THESE AIRCRAFT ARE USED FOR SEARCHES FOR MISSING CHILDREN, MISSING ALZHEIMER'S PATIENTS, AND FLEEING FUGITIVES.  WE ALSO SUPPORT IN DRUG ERADICATION PROGRAMS AND HOMELAND SECURITY MISSIONS.  THESE PARTS WILL CONTINUE TO SUSTAIN UNIT OPERATIONS FOR THE FUTURE."
AL,ALEXANDER CITY POLICE DEPT,2YTAE671677604,7810,DSATHSPOR,ATHLETIC AND SPORTING EQUIPMENT,EA,1,33188.6,2017-07-17 00:00:00,"THESE WOULD BE PLACED INTO OUR POLICE DEPARTMENT GYM, SO THAT OFFICERS CAN BETTER CONDITION THIER BODIES FOR THE PHYSICAL STRESS OF THIER JOBS."
AL,ALEXANDER CITY POLICE DEPT,2YTAE671914348,1385,DSROBTEOD,EOD ROBOT,EA,1,200000,2017-07-20 00:00:00,"THIS CAN BE USED BY THE SRG TEAM IN CRITICAL INCIDENTS, TO GET A VIEW OF A SCENE AND NOT HAVE TO PLACE AN OFFICER IN HARMS WAY"
AL,ALEXANDER CITY POLICE DEPT,2YTAE671946070,2355,015626146,MINE RESISTANT VEHICLE,EA,1,689000,2017-07-27 00:00:00,THIS VEHICLE WILL BE NEEDED FOR CRITICAL INCIDENTS TO PROVIDE TRANSPORTATION AND  LIFE SAVING COVER FOR SPECIAL RESPONSE OFFICER DURING THEIR MISSIONS.
AL,ALEXANDER CITY POLICE DEPT,2YTAE672069442,2330,DSTRAILE1,TRAILER,EA,1,4500,2017-08-10 00:00:00,"THIS TRAILER CAN BE USED BY OUR DEPARTMENT TO HAUL EVIDENCE AND, OR NEEDED EQUIPMENT FROM SCENE TO SCENE AS NEEDED."
AL,ALEXANDER CITY POLICE DEPT,2YTAE672079776,1005,009215004,"MAGAZINE,CARTRIDGE",EA,250,12.3,2017-08-09 00:00:00,THESE MAGAZINES WILL ALLOW US TO GIVE EACH OFFCIER THE ABILLITY TO CARRY THE NEEDED AMMUNITION FOR THEIR PATROL RIFLES AND GIVE OUR SRG TEAM EXTRA AMMO FOR THIER MISSIONS.
AL,ANDALUSIA POLICE DEPT,2YTPBH72372217,6130,014971363,POWER SUPPLY,EA,2,586.9,2017-09-06 00:00:00,THIS POWER SUPPLY IS A BACKUP UPC FOR A SERVER RACK.  THIS ITEM WILL BE INSTALLED ON OUR POLICE DEPARTMENT SERVER RACK TO PROVIDE BACKUP POWER IN CASE OF NORMAL POWER FAILURE.  IT WILL POWER OUR NETWORK COMPUTERS SO THEY WILL NOT MALFUNCTION DURING A POWER OUTAGE.
AL,ANDALUSIA POLICE DEPT,2YTPBH72372220,4140,DSFAN0000,FAN,EA,2,507.06,2017-09-06 00:00:00,THIS ITEM WILL BE USED TO KEEP DEPARTMENTAL K9 DOG KENNEL COOL IN THE WARMER WEATHER.
AL,ANDALUSIA POLICE DEPT,2YTPBH72372221,7021,DSNOTEBO1,NOTEBOOK COMPUTER,EA,1,700,2017-09-06 00:00:00,"IF THIS ITEM IS SERVICEABLE, IT WILL BE USED IN POLICE PATROL VEHICLE TO GIVE OFFICER THE ABILITY TO ACCESS DEPARTMENTAL SOFTWARE WHILE ON DUTY."
AL,AUBURN POLICE DEPT,2YTAQ972684310,1385,015744707,"ROBOT,EXPLOSIVE ORDNANCE DISPOSAL",EA,1,10000,2017-09-28 00:00:00,EQUIPMENT WILL BE USED IN COORDINATION WITH OUR EOD DETECTION AND SWAT TEAM. AGENCY HAS LARGE EVENT VENUE DRAWING NATIONAL COVERAGE. EOD TEAMS DEPLOYED AT EVERY LARGE EVENT.
AL,BLOUNT COUNTY SHERIFF OFFICE,2YTBBQ72069303,3990,010590104,"RAMP,MOBILE,CONTAINER LOADING",EA,1,7229,2017-08-02 00:00:00,THE BLOUNT COUNTY SHERIFFS OFFICE WOULD RESPECTFULLY REQUEST THE LOADING RAMP TO BE USED TO LOAD AND UNLOAD FLAT BED TRAILERS THAT WERE RECEIVED FORM THE 10-33 PROGRAM AND ALSO UNLOAD TRAILERS THAT WILL BE DELIVERING PROPERTY TO THE BLOUNT COUNTY SHERIFFS OFFICE SUCH AS FOOD TRUCKS FOR THE INMATE FOOD AND PROPERTY AND GOODS USED AT THE BLOUNT COUNTY SHERIFFS OFFICE 225 INDUSTRIAL PARK RD ONEONTA ALABAMA
AL,BLOUNTSVILLE POLICE DEPT,2YTBBS71812505,2355,015626146,MINE RESISTANT VEHICLE,EA,1,689000,2017-07-20 00:00:00,"THIS VEHICLE WOULD BE USED BY THE POLICE FOR BARRICADED SUBJECTS, HOSTAGE SITUATIONS, ACTIVE SHOOTER, RAPID RESPONSE, OFFICER TRANSPORT ON HIGH RISK WARRANTS, OFFICER DOWN SITUATIONS, AND INCLIMATE WEATHER OFFICER TRANSPORT."
AL,BLOUNTSVILLE POLICE DEPT,2YTBBS72059147,2320,013554332,TRUCK TRACTOR,EA,1,142132,2017-07-31 00:00:00,"THE TRUCK WOULD BE USED BY POLICE TO PULL TRAILERS TO HAUL LARGE EQUIPMENT SUCH AS MRAP, TRACTORS, AND EARTH MOVING AS NEEDED FOR USE. THE POLICE WOULD ALSO USE THE TRUCK TO PULL TRAILER FOR HAULING ANY DLA EQUIPMENT FROM LOCATION TO POLICE DEPARTMENT.
"
AL,CENTRE POLICE DEPT,2YTB6H71873513,6910,010802885,MANIKIN HEAD AND TO,EA,6,784.95,2017-07-17 00:00:00,WE REQUEST THESE ITEMS FOR CENTRE POLICE DEPARTMENT TO USE TO DO ANNUAL CPR AND EMERGENCY FIRST AID TRAINING. THESE MANNEQUINS WILL MAKE OUR TRAINING MORE COST EFFECTIVE BY CUTTING THE COST TO RENT A MANNEQUIN AND QUICKEN CLASS TIME BY HAVING MORE MANNEQUINS AVAILABLE FOR PRACTICAL EXERCISES.
AL,COLLINSVILLE POLICE DEPT,2YTC0C71780942,6230,015493979,FLASHLIGHT,EA,3,3784.15,2017-07-06 00:00:00,THESE LIGHTS WILL BE USED BY OUR POLICE OFFICERS WHILE PERFORMING DAY TO DAY OPERATIONS SUCH AS CLEARING BUILDINGS AND LOCATING SUSPECTS.
AL,COLLINSVILLE POLICE DEPT,2YTC0C72361660,6515,DSDEFIBRI,DEFIBRULATOR,EA,1,1600,2017-09-07 00:00:00,THIS WILL BE PUT IN OUR PATROL CARS FOR OUR OFFICERS TO USE IN THE EVENT THAT SUCH A MEDICAL EMERGENCY SHOULD ARISE.
AL,COLLINSVILLE POLICE DEPT,2YTC0C72361661,6515,DSDEFIBRI,DEFIBRULATOR,EA,1,1600,2017-09-07 00:00:00,THIS WILL BE PUT IN OUR PATROL CARS FOR OUR OFFICERS TO USE IN THE EVENT THAT SUCH A MEDICAL EMERGENCY SHOULD ARISE.
AL,COLLINSVILLE POLICE DEPT,2YTC0C72361662,6515,DSDEFIBRI,DEFIBRULATOR,EA,2,3800,2017-09-07 00:00:00,THIS WILL BE PUT IN OUR PATROL CARS FOR OUR OFFICERS TO USE IN THE EVENT THAT SUCH A MEDICAL EMERGENCY SHOULD ARISE.
AL,COLLINSVILLE POLICE DEPT,2YTC0C72361664,6515,DSDEFIBRI,DEFIBRULATOR,EA,1,1600,2017-09-07 00:00:00,THIS WILL BE PUT IN OUR PATROL CARS FOR OUR OFFICERS TO USE IN THE EVENT THAT SUCH A MEDICAL EMERGENCY SHOULD ARISE.
AL,COLLINSVILLE POLICE DEPT,2YTC0C72361665,6515,DSDEFIBRI,DEFIBRULATOR,EA,1,3800,2017-09-07 00:00:00,THIS WILL BE PLACED INSIDE OUR POLICE DEPARTMENT FOR OUR OFFICERS TO USE IN THE EVENT THAT A MEDICAL EMERGENCY SHOULD ARISE INSIDE THE POLICE DEPARTMENT.
AL,COLLINSVILLE POLICE DEPT,2YTC0C72361680,8405,DSOUTMENS,"OUTERWEAR, MEN'S",EA,2,150,2017-09-07 00:00:00,THIS WILL BE USED BY OUR POLICE OFFICERS IN EXTREME WEATHER CONDITIONS WHILE DIRECTING TRAFFIC OR PERFORMING THEIR OFFICIAL DUTIES.
AL,COLLINSVILLE POLICE DEPT,2YTC0C72402986,7110,DSCHAIR02,"CHAIR, OFFICE",EA,12,260,2017-09-07 00:00:00,THESE CHAIRS WILL BE USED BY OUR POLICE OFFICERS IN OUR CONFERENCE ROOM TO SIT IN WHILE CONDUCTING INTERVIEWS AND INTERROGATING PEOPLE.
AL,COLLINSVILLE POLICE DEPT,2YTC0C72413419,4110,DSREFRIG0,REFRIGERATOR,EA,1,450,2017-09-07 00:00:00,THIS WILL BE USED BY OUR POLICE OFFICERS IN THE KITCHEN FOR THE OFFICERS TO STORE THEIR MEALS AND DRINKS IN.
AL,COLLINSVILLE POLICE DEPT,2YTC0C72413552,7830,DSBICYCEE,"BICYCLE, EXERCISE",EA,1,690.46,2017-09-07 00:00:00,THIS WILL BE USED BY OUR POLICE OFFICERS IN OUR WEIGHT ROOM FOR CONDITIONING.
AL,COLLINSVILLE POLICE DEPT,2YTC0C72413554,7830,DSCROSSTR,CROSS TRAINER,EA,1,300,2017-09-07 00:00:00,THIS WILL BE USED BY OUR POLICE OFFICERS IN OUR WEIGHT ROOM FOR CONDITIONING.
AL,COLLINSVILLE POLICE DEPT,2YTC0C72413555,7830,DSBICYCEE,"BICYCLE, EXERCISE",EA,1,161.9,2017-09-07 00:00:00,THIS WILL BE USED BY OUR POLICE OFFICERS IN OUR WEIGHT ROOM FOR CONDITIONING.
AL,COLLINSVILLE POLICE DEPT,2YTC0C72507082,7110,DSCHAIR02,"CHAIR, OFFICE",EA,12,260,2017-09-20 00:00:00,OUR POLICE DEPARTMENT IS GOING TO REMODELED IN THE NEXT COUPLE OF MONTHS. THE CHAIRS ARE NEEDED TO SUPPLY THE ADDITIONS WITH SEATING CAPABILITY. THESE CHAIRS WILL BE REPLACING SOME OF  THE METAL FOLD UP CHAIRS THAT WE ARE CURRENTLY BEING USED.
AL,COLLINSVILLE POLICE DEPT,2YTC0C72507084,7110,DSCHAIR02,"CHAIR, OFFICE",EA,7,260,2017-09-20 00:00:00,OUR POLICE DEPARTMENT IS GOING TO REMODELED IN THE NEXT COUPLE OF MONTHS. THE CHAIRS ARE NEEDED TO SUPPLY THE ADDITIONS WITH SEATING CAPABILITY. THESE CHAIRS WILL BE REPLACING SOME OF  THE METAL FOLD UP CHAIRS THAT WE ARE CURRENTLY BEING USED.
AL,COLLINSVILLE POLICE DEPT,2YTC0C72507086,7110,DSCHAIR02,"CHAIR, OFFICE",EA,12,260,2017-09-20 00:00:00,OUR POLICE DEPARTMENT IS GOING TO REMODELED IN THE NEXT COUPLE OF MONTHS. THE CHAIRS ARE NEEDED TO SUPPLY THE ADDITIONS WITH SEATING CAPABILITY. THESE CHAIRS WILL BE REPLACING SOME OF  THE METAL FOLD UP CHAIRS THAT WE ARE CURRENTLY BEING USED.
AL,COLLINSVILLE POLICE DEPT,2YTC0C72507252,8415,014525072,"COVERALLS,FLYERS'",EA,1,147.92,2017-09-20 00:00:00,TO BE USE BY THE POLICE DEPARTMENT CHIEF OF POLICE FOR INVESTIGATIVE FIELD USE.
AL,COLLINSVILLE POLICE DEPT,2YTC0C72590725,7910,010928503,"PAD,FLOOR POLISHING MACHINE",BX,5,22.55,2017-09-20 00:00:00,THE PADS WILL BE USED FOR OUR FLOOR POLISHER MACHINE TO MAINTAIN OUR FLOORS IN THE POLICE DEPARTMENT. IT WILL BE USED BY OUR OFFICERS AND POLICE DEPARTMENT EMPLOYEES.
AL,CULLMAN POLICE DEPT,2YTC1D71739462,1730,002948883,MAINTENANCE PLATFOR,EA,1,3584.4,2017-07-05 00:00:00,"TO BE USED FOR SERVICING OUR OH 6 AND OH 58 HELICOPTERS. HELICOPTERS ARE USED FOR SEARCH AND RESCUE, AND ALSO RECON FOR OUR TACTICAL UNIT. WE HAVE 2 HELICOPTERS THAT ARE HOUSED IN 2 DIFFERENT LOCATIONS."
AL,CULLMAN POLICE DEPT,2YTC1D71739465,6230,DSLIGHT01,"ELECTRIC PORTABLE, HAND LIGHTING EQUIP",EA,1,500,2017-07-05 00:00:00,EQUIPMENT BE USED FOR PORTABLE LIGHTING AT CRIME SCENES. AND AT EVENTS AND TRAINING CONDUCTED BY THE CULLMAN POLICE DEPARTMENT.
AL,CULLMAN POLICE DEPT,2YTC1D71842868,3930,010113650,"TRUCK,LIFT,FORK",EA,1,63303,2017-07-13 00:00:00,"THIS ITEM WOULD BE USED INSIDE OUR SPECIAL OPERATIONS BUILDING AT THE CULLMAN POLICE DEPARTMENT WE HAVE MANY ITEMS ON PALLETS THAT NEED TO BE MOVED FREQUENTLY. SUCH AS PALLETED AMMO, TIRES WHEELS. AND SEVERAL OTHE PALLETED ITEMS. ALSO WOULD BE USED TO MOVE INOPERABLE VEHICLES TO GET THEM IN THE SHOP, WHEN THEY NEED REPAIR"
AL,CULLMAN POLICE DEPT,2YTC1D71842881,5140,DSTOOLBOX,TOOLBOX,EA,1,18000,2017-07-14 00:00:00,"THIS ITEM WOULD BE USED BY THE CULLMAN POLICE DEPARTMENTS FLEET MAINTENANCE OFFICER TO STORE THE TOOLS USED TO HELP KEEP OUR FLEET OF VEHICLES UP AND RUNNING. THIS ITEM IS NEEDED FOR TOOL STORAGE, AS WE CURRENTLY DO NOT HAVE ONE"
AL,CULLMAN POLICE DEPT,2YTC1D71883909,2340,DSSCOOTER,SCOOTER,EA,1,5700,2017-07-13 00:00:00,"THIS ITEM WOULD BE USED AT THE CULLMAN POLICE DEPARTMENT TO MOVE OUR OH 6 HELICOPTER IN AND OF  OUR AIRCRAFT HANGER MAKING IT MUCH FASTER DURING EMERGENCY SITUATIONS TO GET THE HELICOPTER IN THE AIR. WE DID RECEIVE A ITEM LIKE THIS ONE A COUPLE OF MONTHS AGO AND THE ENGINE IS LOCKED UP, AND CAN NOT BE USED."
AL,CULLMAN POLICE DEPT,2YTC1D71883911,4110,DSREFRIG0,REFRIGERATOR,EA,1,200,2017-07-13 00:00:00,"THIS ITEM WOULD BE USED AT THE CULLMAN POLICE DEPARTMENT SPECIAL OPERATIONS BUILDING TO KEEP COLD DRINKS IN FOR THE FLEET MAINTENANCE OFFICER. THE BUILDING GETS EXTREMELY HOT, AND THIS WILL KEEP DRINKS COLD TO KEEP HIM HYDRATED."
