Cancelled By,RTD Ref,State,Station Name (LEA),FSC,NIIN,Item Name,UI,Quantity,Acquisition Value,Date Requested,Justification,Reason Cancelled
LESOHQ,2284595,AL,ABBEVILLE POLICE DEPT,1095,015432189,"FIRING DEVICE,NON-LETHAL",EA,10,959,2018-12-04 09:17:00.999997,ITEM TO USED BY OUR DEPARTMENTS POLICE OFFICERS FOR SECURITY AND PROTECTION WHILE ON DUTY .,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2290245,AL,AL STATE PARKS DIV LEA,5180,014830249,"TOOL KIT,GENERAL ME",SE,4,1780,2018-12-14 15:44:27.000004,"FOR MAINTAINING AND REPAIRING CURRENT AND FUTURE LESO PROGRAM VEHICLES, MACHINERY, AND EQUIPMENT IN USE BY STATE PARKS LAW ENFORCEMENT PERSONNEL.",CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2252669,AL,AL STATE UNIV  POLICE DEPT HI_ED,7110,DSDESKTOP,DESKTOP FURNITURE,EA,32,350,2018-10-12 13:46:02.000004,EQUIPMENT TO BE USED BY THE ALABAMA STATE UNIVERSITY POLICE DEPARTMENT FOR DAY TO DAY OPERATIONS INCLUDING COLLECTING AND STORING LAW ENFORCEMENT DATA.,CANCELLED:  Item is under review. The item name and or NSN-LSN are incorrect.
LESOHQ,2285462,AL,ALABAMA  LAW ENFORCEMENT AGENCY LEA,5855,011384749,"IMAGE INTENSIFIER,N",EA,12,10747,2018-12-06 09:16:43.000001,"THE ALABAMA LAW ENFORCEMENT AGENCY CURRENTLY OPERATES FLEET OF AIRCRAFT.  THE UNIT SUPPORTS STATE, LOCAL AND FEDERAL AGENCIES IN A LAW ENFORCEMENT CAPACITY.  THESE AIRCRAFT ARE USED FOR SEARCHES FOR MISSING CHILDREN, MISSING ALZHEIMER'S PATIENTS, AND FLEEING FUGITIVES.  WE ALSO SUPPORT IN DRUG ERADICATION PROGRAMS AND HOMELAND SECURITY MISSIONS.  THESE NVG'S WILL CONTINUE TO SUSTAIN UNIT OPERATIONS FOR THE FUTURE AND ENHANCE SAFETY OF NIGHT OPERATIONS.  WE CURRENTLY HAVE 10 PILOTS.",CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,2279768,AL,ALABAMA  LAW ENFORCEMENT AGENCY LEA,6130,015557817,"CHARGER,BATTERY",EA,1,2277.1,2018-11-26 12:19:45.000002,"THE ALABAMA LAW ENFORCEMENT AGENCY CURRENTLY OPERATES SEVERAL ROBOTS USED IN THE EXPLOSIVE ORDINATES DISPOSAL.  THE EOD UNIT SUPPORTS STATE, LOCAL AND FEDERAL AGENCIES IN A LAW ENFORCEMENT CAPACITY.  THIS PART WILL BE USED IN THE SUPPORT OF TACTICAL OPERATIONS AND HOMELAND SECURITY MISSIONS.  THIS PART WILL CONTINUE TO SUSTAIN UNIT OPERATIONS FOR THE FUTURE.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2272843,AL,ALBERTVILLE POLICE DEPT,1095,015432189,"FIRING DEVICE,NON-LETHAL",EA,50,959,2018-11-14 09:47:38,THESE ITEMS WILL BE ISSUED TO PATROL OFFICER TO ASSIST THEM IN THE PERFORMANCE OF THEIR DUTIES.,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,2245733,AL,ALBERTVILLE POLICE DEPT,2320,008019193,"TRUCK,MAINTENANCE",EA,1,23795,2018-10-02 17:36:41.999996,THIS VEHICLE WILL BE USED BY THE POLICE DEPARTMENT'S CRIME SCENE UNIT TO STORE AND CARRIER EQUIPMENT TO CRIME SCENE'S AS NEEDED.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2284749,AL,ATHENS POLICE DEPARTMENT,1095,015432189,"FIRING DEVICE,NON-LETHAL",EA,48,959,2018-12-04 13:16:15.000001,ATHENS POLICE DEPARTMENT WOULD USE THESE TASER ECWS TO REPLACE THE AGING UNITS CURRENTLY IN SERVICE.  MOST OF OUR UNITS ARE 12 YEARS OLD.  WE PRESENTLY USE THIS SAME MODEL TASER ECW.  APPROVAL OF THIS REQUISITION WOULD ALLOW OUR DEPARTMENT TO CONTINUE WORKING WITH EQUIPMENT OUR OFFICERS ARE ALREADY TRAINED TO USE AND OUR CITIZENS-LOCAL GOVERNMENT HAVE ACCEPTED.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2286664,AL,ATHENS POLICE DEPARTMENT,1095,015432189,"FIRING DEVICE,NON-LETHAL",EA,4,959,2018-12-08 18:52:21.999996,ATHENS POLICE DEPARTMENT WILL USE THESE NON-LETHAL DEVICES TO REPLACE 10 YEAR-OLD UNITS ALREADY IN USE AT OUR AGENCY.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2273301,AL,COFFEE COUNTY SHERIFF OFFICE,1740,DSAIRTRUC,AIRFIELD SPECIALIZED TRUCKS AND TRAILERS ,EA,2,14715,2018-11-14 15:41:41.999997,"THESE TRAILERS WILL BE USED TO HAUL AIRCRAFT THAT ARE IN NEED OF MAINTENANCE FROM ONE LOCATION TO ANOTHER, SAVING ON TRANSPORTATION COST.","JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
