State,Station Name (LEA),Requisition ID,FSC,NIIN,Item Name,UI,Quantity,Acquisition Value,Date Shipped,Justification
CT,WATERTOWN POLICE DEPT,2YT01283326144,4520,002247909,"HEATER,SPACE,ELECTR",EA,1,542.85,2018-11-29 00:00:00,"HEATER WILL BE USED INSIDE THE POLICE BUILDING DURING VERY COLD DAYS, MAY BE USED OUT SIDE IN COMMAND TENT DURING COLD WEATHER INVESTIGATION"
KY,WILDER POLICE DEPT,2YT02383315971,7025,DSFLATPAN,FLAT PANEL MONITOR,EA,5,358,2018-12-06 00:00:00,WILL BE UTILIZED BY THE WILDER POLICE DEPARTMENT IN OFFICE.
WV,WEST VIRGINIA STATE POLICE,2YT03Z82504765,7035,DSADPSUPP,ADP SUPPORT EQUIPMENT,EA,20,70,2018-10-02 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THE COMPUTER - PHONE ADAPTERS CAN BE UTILIZED BY OUR CHILD ABUSE INVESTIGATORS AND DRUG UNITS WHEN ATTEMPTING TO GAIN ACCESS TO CELL PHONES
WV,WEST VIRGINIA STATE POLICE,2YT03Z82606872,7510,013848788,"BINDER,LOOSE-LEAF",EA,6,4.61,2018-10-02 00:00:00,"TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE BINDERS CAN BE UTILIZED BY OUR TROOPERS TO FILE EVIDENCE PAPERWORK, REPORTS FOR CRIMINAL INVESTIGATIONS, LOGS AND A HOST OF OTHER OFFICE RELATED TASKS."
WV,WEST VIRGINIA STATE POLICE,2YT03Z82627452,7025,DSMONIT08,"MONITOR, COMPUTER",EA,28,200,2018-10-24 00:00:00,"TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE MONITORS WILL BE USED BY OUR TROOPERS TO WRITE LETTERS, CRIMINAL INVESTIGATIVE REPORTS AND TRAFFIC CRASH REPORTS.  THEY CAN ALSO BE USED TO UTILIZE OUR INTRANET AND PERFORM A HOST OF OTHER NECESSARY DUTIES."
WV,WEST VIRGINIA STATE POLICE,2YT03Z82627457,7010,DSWORKST0,COMPUTER WORKSTATION,EA,4,500,2018-10-05 00:00:00,"TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE COMPUTERS WILL BE USED BY OUR TROOPERS TO WRITE LETTERS, CRIMINAL INVESTIGATIVE REPORTS AND TRAFFIC CRASH REPORTS.  THEY CAN ALSO BE USED TO UTILIZE OUR INTRANET AND PERFORM A HOST OF OTHER NECESSARY DUTIES SUCH AS CONDUCTING CRIMINAL INVESTIGATIONS AND OBTAINING INTELLIGENCE."
WV,WEST VIRGINIA STATE POLICE,2YT03Z82627460,7035,DSADPSUPP,ADP SUPPORT EQUIPMENT,EA,150,75,2018-10-05 00:00:00,"TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE MONITOR STANDS WILL BE USED BY OUR TROOPERS TO PUT THEIR MONITORS ON WHILE THEY WRITE LETTERS, CRIMINAL INVESTIGATIVE REPORTS AND TRAFFIC CRASH REPORTS."
WV,WEST VIRGINIA STATE POLICE,2YT03Z82627461,6150,011673890,"POWER STRIP,ELECTRI",EA,19,41.01,2018-10-24 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE SURGE PROTECTORS CAN BE UTILIZED BY OUR TROOPERS TO PROTECT VARIOUS ELECTRONIC EQUIPMENT AT OUR DETACHMENTS.
WV,WEST VIRGINIA STATE POLICE,2YT03Z82637663,2340,DSSCOOTER,SCOOTER,EA,1,1500,2018-10-10 00:00:00,TO BE USED BY THE WEST VIRGINIA STATE POLICE FOR LAW ENFORCEMENT USE.  THIS CART WOULD BE USED AT OUR STATE POLICE ACADEMY FOR A WIDE RANGE OF ACTIVITIES.  OUR ACADEMY COMPOUND IS VAST AND WOULD BE UTILIZED TO TRANSPORT PERSONNEL AROUND THE COMPOUND.
WV,WEST VIRGINIA STATE POLICE,2YT03Z82637664,8415,015302351,"PAD,KNEE",PR,50,17.9,2018-10-05 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE PADS WILL BE UTILIZED BY OUR SPECIAL OPERATIONS TEAMS STATEWIDE AS PART OF THEIR DUTY EQUIPMENT.  THEY WILL BE USED WHEN BREACHING HOMES DURING SEARCH WARRANTS OR OTHER ACTIVITIES DEEMED APPROPRIATE.
WV,WEST VIRGINIA STATE POLICE,2YT03Z82637665,8145,015409680,SHIPPING AND STORAG,EA,18,103.5,2018-10-02 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE CONTAINERS CAN BE UTILIZED BY OUR TROOPERS TO HOLD ADDITIONAL EQUIPMENT IN THEIR VEHICLES.
WV,WEST VIRGINIA STATE POLICE,2YT03Z82637666,4910,DSJACK000,JACK,EA,2,1500,2018-10-02 00:00:00,"TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  TO BE UTILIZED IN OUR STATE POLICE MECHANIC SHOPS WHEN WORKING ON OUR CRUISERS  BY OUR STAFF,  CAN ALSO BE UTILIZED BY OUR CRIME SCENE TEAMS WHEN CONDUCTING CRIME SCENE-EVIDENCE SEARCHES OF VEHICLES."
WV,WEST VIRGINIA STATE POLICE,2YT03Z82637676,6730,DSPROJEC1,PHOTOGRAPHIC PROJECTION EQUIPMENT,EA,9,500,2018-10-09 00:00:00,"TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE WILL BE UTILIZED IN THE BARCO PROJECTORS THAT WE RECEIVED, WHICH WILL BE ESSENTIAL WHEN BROADCASTING IMAGES AND INFORMATION IN OUR CONFERENCE ROOMS AND ACADEMY TO OUR TROOPERS.  THESE ARE VERY MUCH NEEDED TO COMPLETE THE INITIAL PICK UP OF THIS PROPERTY."
WV,WEST VIRGINIA STATE POLICE,2YT03Z82637677,6730,DSPROJEC1,PHOTOGRAPHIC PROJECTION EQUIPMENT,EA,3,500,2018-10-09 00:00:00,"TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE WILL BE UTILIZED IN THE BARCO PROJECTORS THAT WE RECEIVED, WHICH WILL BE ESSENTIAL WHEN BROADCASTING IMAGES AND INFORMATION IN OUR CONFERENCE ROOMS AND ACADEMY TO OUR TROOPERS.  THESE ARE VERY MUCH NEEDED TO COMPLETE THE INITIAL PICK UP OF THIS PROPERTY."
