State,Station Name (LEA),NSN,Item Name,Quantity,UI,Acquisition Value,DEMIL Code,DEMIL IC,Ship Date,Station Type
OR,BAKER CTY SHERIFF DEPT,8465-01-524-5250,ASSAULT PACK       ,12,Each,77.08,A,1,2020-01-21 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,8465-01-523-6276,"FIELD PACK,LARGE,SET",10,Set,262.34,A,1,2020-01-21 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,8415-01-538-6747,"JACKET,COLD WEATHER",1,Each,62.09,A,1,2020-01-21 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,8415-01-546-6722,"JACKET,COLD WEATHER",1,Each,65.6,A,1,2020-01-21 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,2330-DS-TRA-ILE1,TRAILER,1,Each,10855,A,,2020-02-04 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,2355-01-553-4634,MINE RESISTANT VEHICLE,1,Each,658000,C,1,2013-09-10 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,5855-01-333-9606,"LIGHT AIMING KIT,INFRARED",5,Each,545.69,C,1,2006-08-16 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,5855-01-501-9529,"VIEWER,NIGHT VISION",5,Each,10427.1,C,1,2007-02-28 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,1385-01-574-4707,"UNMANNED VEHICLE,GROUND",1,Each,10000,Q,3,2012-04-11 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,2541-01-555-4876,"ARMOR,TRANSPARENT,VEHICULAR WINDOW",1,Each,3728.73,D,1,2013-11-26 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,1240-00-930-3833,BINOCULAR,4,Each,278.05,D,1,2013-12-17 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,1240-00-930-3833,BINOCULAR,6,Each,278.05,D,1,2013-12-17 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,8415-01-585-4690,"SUIT,CHEMICAL PROTECTIVE",12,Each,285.82,Q,3,2014-10-28 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,5820-01-512-5222,"REPEATER SET,RADIO",1,Each,28527.04,Q,3,2018-08-06 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,6650-00-530-0960,"TELESCOPE,STRAIGHT",10,Each,442,D,1,2017-11-07 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,1005-01-569-7470,RIFLESCOPE         ,4,Each,1475.6,D,1,2019-03-28 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,8415-01-538-6747,"JACKET,COLD WEATHER",1,Each,62.09,A,1,2020-01-21 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,8415-01-538-6742,"JACKET,COLD WEATHER",1,Each,62.09,A,1,2020-01-21 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,8415-01-546-7444,"JACKET,COLD WEATHER",2,Each,65.6,A,1,2020-01-21 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,8415-01-538-6747,"JACKET,COLD WEATHER",1,Each,62.09,A,1,2020-01-21 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,8415-01-538-6752,"JACKET,COLD WEATHER",1,Each,62.09,A,1,2020-01-21 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,8465-01-393-6515,"MAT,SLEEPING,SELF-INFLATING",9,Each,51.02,A,1,2020-01-21 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,2330-DS-TRA-ILE1,TRAILER,1,Each,8500,A,,2020-01-21 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,8415-01-538-6752,"JACKET,COLD WEATHER",10,Each,62.09,A,1,2020-01-21 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,8415-01-546-6713,"JACKET,COLD WEATHER",1,Each,65.6,A,1,2020-01-21 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,1240-01-411-1265,"SIGHT,REFLEX",8,Each,321,D,1,2019-03-28 00:00:00,State
OR,BAKER CTY SHERIFF DEPT,8415-01-538-6752,"JACKET,COLD WEATHER",1,Each,62.09,A,1,2020-01-21 00:00:00,State
