State,Station Name (LEA),Requisition ID,FSC,NIIN,Item Name,UI,Quantity,Acquisition Value,Date Shipped,Justification
NJ,WEST CALDWELL POLICE DEPT,2YT02F90239920,1240,014111265,"SIGHT,REFLEX",EA,10,332,2019-01-24 00:00:00,THE WEST CALDWELL POLICE DEPARTMENT WILL UTILIZE THESE REFLEX SIGHTS ON OUR DEPARTMENT ISSUED PATROL RIFLES.
NJ,WEST CALDWELL POLICE DEPT,2YT02F90240415,6545,015300929,"FIRST AID KIT,UNIVE",KT,27,86.78,2019-01-31 00:00:00,THE WEST CALDWELL POLICE DEPARTMENT WILL ISSUES THESE FIRST AID KITS TO EACH OF THEIR OFFICERS TO KEEP IN THEIR PATROL VEHICLE.
NJ,WEST CALDWELL POLICE DEPT,2YT02F90281764,1240,014111265,"SIGHT,REFLEX",EA,4,332,2019-01-31 00:00:00,THE WEST CALDWELL POLICE DEPARTMENT WILL UTILIZE THESE REFLEX SIGHTS ON THEIR DEPARTMENT ISSUED PATROL RIFLES.
WV,WEST VIRGINIA STATE POLICE,2YT03Z83652143,8145,DSCASE004,SHIPPING CASE,EA,120,199,2019-01-18 00:00:00,"TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE CASES CAN BE UTILIZED BY OUR TROOPERS TO HOUSE CRIME SCENE EQUIPMENT AND OTHER EQUIPMENT USED ON A DAILY BASIS BY OUR TROOPERS.  SINCE THEY ARE WATERTIGHT, THEY ARE GREAT TO STORE OUR FINGERPRINT COLLECTION KITS IN.  THESE WILL BE PUT TO GREAT USE BY OUR TROOPERS."
WV,WEST VIRGINIA STATE POLICE,2YT03Z83652985,8430,015161716,"BOOTS,COMBAT",PR,12,101.61,2019-01-25 00:00:00,"TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE BOOTS CAN BE UTILIZED BY OUR TROOPERS DURING VARIOUS LAW ENFORCEMENT DUTIES FROM MARIJUANA ERADICATION, TO SPECIAL OPERATIONS FUNCTIONS TO GENERAL USE."
WV,WEST VIRGINIA STATE POLICE,2YT03Z83652987,8430,015161728,"BOOTS,COMBAT",PR,16,101.61,2019-01-25 00:00:00,"TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE BOOTS CAN BE UTILIZED BY OUR TROOPERS DURING VARIOUS LAW ENFORCEMENT DUTIES FROM MARIJUANA ERADICATION, TO SPECIAL OPERATIONS FUNCTIONS TO GENERAL USE."
WV,WEST VIRGINIA STATE POLICE,2YT03Z83652989,8430,015161732,"BOOTS,COMBAT",PR,6,101.61,2019-01-25 00:00:00,"TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE BOOTS CAN BE UTILIZED BY OUR TROOPERS DURING VARIOUS LAW ENFORCEMENT DUTIES FROM MARIJUANA ERADICATION, TO SPECIAL OPERATIONS FUNCTIONS TO GENERAL USE."
WV,WEST VIRGINIA STATE POLICE,2YT03Z83652991,8430,015161934,"BOOTS,COMBAT",PR,4,101.61,2019-01-25 00:00:00,"TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE BOOTS CAN BE UTILIZED BY OUR TROOPERS DURING VARIOUS LAW ENFORCEMENT DUTIES FROM MARIJUANA ERADICATION, TO SPECIAL OPERATIONS FUNCTIONS TO GENERAL USE."
WV,WEST VIRGINIA STATE POLICE,2YT03Z83652992,8430,015145254,"BOOTS,COMBAT",PR,2,69.22,2019-01-25 00:00:00,"TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE BOOTS CAN BE UTILIZED BY OUR TROOPERS DURING VARIOUS LAW ENFORCEMENT DUTIES FROM MARIJUANA ERADICATION, TO SPECIAL OPERATIONS FUNCTIONS TO GENERAL USE."
WV,WEST VIRGINIA STATE POLICE,2YT03Z83652993,8430,015145187,"BOOTS,COMBAT",PR,2,69.22,2019-01-25 00:00:00,"TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE BOOTS CAN BE UTILIZED BY OUR TROOPERS DURING VARIOUS LAW ENFORCEMENT DUTIES FROM MARIJUANA ERADICATION, TO SPECIAL OPERATIONS FUNCTIONS TO GENERAL USE."
WV,WEST VIRGINIA STATE POLICE,2YT03Z83652994,8430,015145083,"BOOTS,COMBAT",PR,1,69.22,2019-01-25 00:00:00,"TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE BOOTS CAN BE UTILIZED BY OUR TROOPERS DURING VARIOUS LAW ENFORCEMENT DUTIES FROM MARIJUANA ERADICATION, TO SPECIAL OPERATIONS FUNCTIONS TO GENERAL USE."
WV,WEST VIRGINIA STATE POLICE,2YT03Z83652997,8430,015145069,"BOOTS,COMBAT",PR,2,69.22,2019-01-25 00:00:00,"TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE BOOTS CAN BE UTILIZED BY OUR TROOPERS DURING VARIOUS LAW ENFORCEMENT DUTIES FROM MARIJUANA ERADICATION, TO SPECIAL OPERATIONS FUNCTIONS TO GENERAL USE."
WV,WEST VIRGINIA STATE POLICE,2YT03Z90034262,7530,012733755,"PAD,WRITING PAPER",DZ,135,26.77,2019-02-04 00:00:00,"TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE PADS CAN BE UTILIZED BY OUR TROOPERS TO MEMORIALIZE INFORMATION ONTO PAPER WHILE CONDUCTING INTERVIEWS WITH WITNESSES, SUSPECTS AND VICTIMS.  THEY CAN BE USED FOR OTHER OFFICE RELATED TASKS AS WELL."
WV,WEST VIRGINIA STATE POLICE,2YT03Z90034544,8465,015893872,"VEST,NON-BALLISTIC PROTECTIVE,ARMOR-CARR",EA,5,219.87,2019-01-18 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE VESTS CAN BE UTILIZED WITH OUR CURRENT EQUIPMENT.  OUR SPECIAL RESPONSE TEAMS AND BCI UNITS CAN USE THESE.
WV,WEST VIRGINIA STATE POLICE,2YT03Z90034545,8465,015893883,"VEST,NON-BALLISTIC PROTECTIVE,ARMOR-CARR",EA,2,219.87,2019-01-18 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE VESTS CAN BE UTILIZED WITH OUR CURRENT EQUIPMENT.  OUR SPECIAL RESPONSE TEAMS AND BCI UNITS CAN USE THESE.
WV,WEST VIRGINIA STATE POLICE,2YT03Z90034546,8465,015893866,"VEST,NON-BALLISTIC PROTECTIVE,ARMOR-CARR",EA,2,219.87,2019-01-18 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE VESTS CAN BE UTILIZED WITH OUR CURRENT EQUIPMENT.  OUR SPECIAL RESPONSE TEAMS AND BCI UNITS CAN USE THESE.
WV,WEST VIRGINIA STATE POLICE,2YT03Z90034547,4940,014571936,"SPRAY GUN,PAINT",EA,3,1078.27,2019-01-18 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE SPRAY GUNS CAN BE UTILIZED BY OUR BODY SHOP TECHNICIANS WHEN PAINTING OUR VEHICLES.
WV,WEST VIRGINIA STATE POLICE,2YT03Z90075350,7310,015244921,"CABINET,FOOD WARMIN",EA,1,10781.63,2019-01-25 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THIS FOOD WARMER WILL BE VERY USEFUL TO OUR ACADEMY KITCHEN STAFF.  THEY ARE RESPONSIBLE FOR FEEDING OVER 100 PERSONS PER DAY DURING ANNUAL IN SERVICE TRAINING.  THEY ARE ALSO RESPONSIBLE FOR FEEDING OUR NEW CADETS DURING TRAINING.  THIS WOULD BE PUT TO GOOD USE.
WV,WEST VIRGINIA STATE POLICE,2YT03Z90095900,4510,015219866,"DISPENSER,SOAP",EA,13,14.38,2019-01-25 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  TO BE UTILIZED IN THE STATE POLICE BATHROOMS FOR OUR MEMBERS AND CIVILIANS FOR PERSONAL HYGIENE.  CAN ALSO BE USED IN OUR MECHANIC SHOPS AND KITCHENS ACROSS THE STATE.
WV,WEST VIRGINIA STATE POLICE,2YT03Z90095978,2310,011112274,"TRUCK,AMBULANCE",EA,1,96466,2019-01-25 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE TRUCKS WILL BE UTILIZED BY OUR SPECIAL OPERATIONS TEAMS STATEWIDE.   WE WILL MODIFY THE REAR OF THE AMBULANCE TO MAKE IT SERVE OUR PURPOSE OF LOADING SRT TEAM MEMBERS. THEY WILL BE USED WHEN BREACHING HOMES DURING SEARCH WARRANTS OR OTHER ACTIVITIES DEEMED APPROPRIATE.
WV,WEST VIRGINIA STATE POLICE,2YT03Z90095981,2310,011112274,"TRUCK,AMBULANCE",EA,1,96466,2019-01-25 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE TRUCKS WILL BE UTILIZED BY OUR SPECIAL OPERATIONS TEAMS STATEWIDE.   WE WILL MODIFY THE REAR OF THE AMBULANCE TO MAKE IT SERVE OUR PURPOSE OF LOADING SRT TEAM MEMBERS. THEY WILL BE USED WHEN BREACHING HOMES DURING SEARCH WARRANTS OR OTHER ACTIVITIES DEEMED APPROPRIATE.
WV,WEST VIRGINIA STATE POLICE,2YT03Z90095986,2310,011112274,"TRUCK,AMBULANCE",EA,1,96466,2019-01-25 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE TRUCKS WILL BE UTILIZED BY OUR SPECIAL OPERATIONS TEAMS STATEWIDE.   WE WILL MODIFY THE REAR OF THE AMBULANCE TO MAKE IT SERVE OUR PURPOSE OF LOADING SRT TEAM MEMBERS. THEY WILL BE USED WHEN BREACHING HOMES DURING SEARCH WARRANTS OR OTHER ACTIVITIES DEEMED APPROPRIATE.
WV,WEST VIRGINIA STATE POLICE,2YT03Z90095987,2310,011112274,"TRUCK,AMBULANCE",EA,1,96466,2019-01-25 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE TRUCKS WILL BE UTILIZED BY OUR SPECIAL OPERATIONS TEAMS STATEWIDE.   WE WILL MODIFY THE REAR OF THE AMBULANCE TO MAKE IT SERVE OUR PURPOSE OF LOADING SRT TEAM MEMBERS. THEY WILL BE USED WHEN BREACHING HOMES DURING SEARCH WARRANTS OR OTHER ACTIVITIES DEEMED APPROPRIATE.
WV,WEST VIRGINIA STATE POLICE,2YT03Z90095991,2310,011112274,"TRUCK,AMBULANCE",EA,1,96466,2019-01-25 00:00:00,TO BE UTILIZED BY THE WEST VIRGINIA STATE POLICE FOR A LAW ENFORCEMENT PURPOSE.  THESE TRUCKS WILL BE UTILIZED BY OUR SPECIAL OPERATIONS TEAMS STATEWIDE.   WE WILL MODIFY THE REAR OF THE AMBULANCE TO MAKE IT SERVE OUR PURPOSE OF LOADING SRT TEAM MEMBERS. THEY WILL BE USED WHEN BREACHING HOMES DURING SEARCH WARRANTS OR OTHER ACTIVITIES DEEMED APPROPRIATE.
